config,a,s,b,n,K,seed,last,average,anchor_average,floor,estimated_exponent,estimated_intercept,predicted_saturation,measured_saturation,fitted_coordinates,anchor_fraction
default,2.0,1.5,2.0,256,16,1,0.05108890646931631,0.0575288278093301,0.0995072193478041,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,32,1,0.051257333064661965,0.05272813756933953,0.09739158032822569,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,64,1,0.049807563788236676,0.05072346897946416,0.09651112581520158,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,128,1,0.04969473495081787,0.04998343133896746,0.09616262689092274,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,256,1,0.04968774922543076,0.04976470444616391,0.09605638405937277,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,512,1,0.049687358603565594,0.04970684099092007,0.09602816052094913,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,1024,1,0.04968735860129483,0.049692255638938435,0.09602106159960841,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,2048,1,0.04968735860129483,0.04968859594965554,0.09601928675370013,0.04237938562977577,0.40031271454819256,1.4067019766725422,11.274471055071391,30.836402657060066,5,0.0035400390625
default,2.0,1.5,2.0,256,1,2,0.13792864655496576,0.14475950107193958,0.18000140698195347,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,2,2,0.07984278976137876,0.10834738024466029,0.16339120765704662,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,4,2,0.07109200367625769,0.08001319148044929,0.1541136098616601,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,8,2,0.04904293115517829,0.061329533909767905,0.14784586223681656,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,16,2,0.041559941501373286,0.04791276646690302,0.1441028778840089,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,32,2,0.037740831636807574,0.041230474236047504,0.14262548128143043,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,64,2,0.03726493875090255,0.038468622168874984,0.142125634363511,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,128,2,0.03718687942148249,0.03757498585549225,0.14196642081959068,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,256,2,0.037133139580289215,0.03727725818370747,0.1419119556126256,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,512,2,0.037127402737650694,0.03717125995740859,0.14189288022294996,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,1024,2,0.037127879526592675,0.03713931612340631,0.1418872879725001,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,2048,2,0.037127887946787536,0.03713092846486115,0.1418858486132506,0.04237938562977577,0.3157124496487713,1.2899279558619223,7.926340956411068,12.068949982105007,4,0.0029296875
default,2.0,1.5,2.0,256,1,3,0.1462503754086787,0.17729252828794456,0.1826393874521622,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,2,3,0.09189583203757203,0.1318350157231733,0.14064926962608174,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,4,3,0.10689410147588849,0.09507338402611369,0.11356363968792986,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,8,3,0.05882079447937998,0.07493470999798478,0.10397056669261295,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,16,3,0.0657952242927875,0.061792363090397956,0.0992258281774525,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,32,3,0.05066486919338439,0.054340258393809834,0.09678281823250783,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,64,3,0.050150124726115575,0.05132061732341988,0.095813604313445,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,128,3,0.05009085966619618,0.05036435434328867,0.09551964182166774,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,256,3,0.05008883227508996,0.050121764088270064,0.09543735089764356,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,512,3,0.05008854827417811,0.05007719033498859,0.09541514955546004,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,1024,3,0.05008854094541323,0.050075587182470876,0.09540919996933533,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,2048,3,0.05008854084102374,0.05008022594762323,0.09540768623885039,0.04237938562977577,0.39656823536746605,1.3691840533456707,11.464956166353971,43.57148521842526,6,0.003173828125
default,2.0,1.5,2.0,256,1,4,0.126266920607133,0.15127152241669778,0.15734868668402097,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,2,4,0.08038299282585586,0.10364691153782399,0.11514251855839959,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,4,4,0.057159919965844234,0.07845136849610197,0.09530093463000133,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,8,4,0.050681554705262616,0.06011241191402227,0.0827534258356764,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,16,4,0.04258325781770261,0.049329167624850956,0.07561367592269398,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,32,4,0.040997114293904686,0.044107730262688195,0.07219869789424323,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,64,4,0.04066069603820794,0.04166290350503168,0.07072758052202366,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,128,4,0.04007918023551577,0.040585227545870725,0.0701026540772791,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,256,4,0.04006481148533622,0.04020519306540534,0.06987967078204368,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,512,4,0.04006452621276043,0.04009994244122391,0.069817693062585,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,1024,4,0.040064524339774796,0.040073382783390295,0.06980202006354748,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,256,2048,4,0.04006452429808141,0.04006673894885348,0.06979809736795593,0.04237938562977577,0.34227533845940106,1.2918040571982659,9.167011576854623,12.461486436403154,6,0.003173828125
default,2.0,1.5,2.0,512,1,0,0.06857153517345864,0.12452017103149149,0.15067350219470507,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,2,0,0.05302569793408227,0.0812915361792405,0.11260257624989989,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,4,0,0.03878255241866355,0.05625662238559923,0.09452753904623246,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,8,0,0.030425491235873587,0.04112863396514473,0.08455271129590704,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,16,0,0.02512060819798697,0.03133562211877031,0.07923849234714,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,32,0,0.02372517376500082,0.026304785504599096,0.07686861155834765,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,64,0,0.02326409514017704,0.024292681723253967,0.07590086403126531,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,128,0,0.023214128088745106,0.023538049649140306,0.07558876428838066,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,256,0,0.02313553927807696,0.023267025373063698,0.07550029147688923,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,512,0,0.023130774491172772,0.023167809645205005,0.07547426408510044,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,1024,0,0.023130618577448695,0.023139537864993273,0.07546693290416458,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,2048,0,0.023130615796178717,0.02313258566187202,0.07546503673141092,0.02672626708909891,0.3126672999596217,1.240882495956408,10.166271580547685,13.59056488797026,7,0.0059814453125
default,2.0,1.5,2.0,512,1,1,0.08573106083640131,0.09445721404700762,0.16716437477656534,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,2,1,0.05589614251114642,0.07010848863509828,0.14623307377779,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,4,1,0.040340732398766566,0.05322552043378303,0.13381395156420056,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,8,1,0.03381897254871882,0.04190897920689951,0.12731881700637374,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,16,1,0.031285666527568375,0.0355146153697737,0.12410359363019853,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,32,1,0.03017794706344823,0.03225277784855384,0.12249769426955115,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,64,1,0.029669042000814938,0.030658605907085645,0.12176760712589328,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,128,1,0.029521986997695367,0.02992965303992584,0.12148766258030698,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,256,1,0.029519771986932675,0.02966200355736439,0.12140386539232677,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,512,1,0.029519269776302162,0.02957252374642514,0.12138187971203457,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,1024,1,0.02951950339366139,0.02954150685755426,0.12137634159853489,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,2048,1,0.029519521470323384,0.029529391331714217,0.12137495443512918,0.02672626708909891,0.36057445645649633,1.3077311513533572,12.821036160181132,24.843054500602452,9,0.00439453125
default,2.0,1.5,2.0,512,1,2,0.09148094155021752,0.10916313933197443,0.1419336292582748,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,2,2,0.07896018874554357,0.08084370134050875,0.11960239794929459,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,4,2,0.03914406022543988,0.05809706096347513,0.10558224205842105,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,8,2,0.03236055608701166,0.042558139001083996,0.09634888866107509,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,16,2,0.033845002726904404,0.03454961433165324,0.09193522524657495,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,32,2,0.02835706434773204,0.0304747299483775,0.08984130972884126,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,64,2,0.028004512217145665,0.028739313581124408,0.0889730005295504,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,128,2,0.027910874635872697,0.028132680261497192,0.08866646507502901,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,256,2,0.027903766972253632,0.027957679237346367,0.0885724854928866,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,512,2,0.02790351007852244,0.02791374845659349,0.08854604689496276,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,1024,2,0.027903462578083682,0.027904137002375956,0.08853897539203688,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,2048,2,0.027903462823491897,0.02790266504221594,0.08853717736472393,0.02672626708909891,0.3176182036008261,1.2756208174879324,10.127176530135184,19.26325614752828,8,0.0050048828125
default,2.0,1.5,2.0,512,1,3,0.12667489717269648,0.12037918836521286,0.13010223438975319,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,2,3,0.056384690348686435,0.08525212366593403,0.11050659052578952,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,4,3,0.04478658978275457,0.06136300372703855,0.09914004439356423,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,8,3,0.034443003167434365,0.04497871351940023,0.09294352120469679,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,16,3,0.02981681204436046,0.035118600169436444,0.08945442213268108,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,32,3,0.026193146039492406,0.02957881924704445,0.08764871829121533,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,64,3,0.025590310123039833,0.026975222810939142,0.08693085409609669,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,128,3,0.02542944971575946,0.025938463924378003,0.0867006957980602,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,256,3,0.02537731258684192,0.02555171788794056,0.08663523035879274,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,512,3,0.025373773556555766,0.02542362082789547,0.08661731981624168,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,1024,3,0.025373711236939486,0.025387639093373777,0.08661260928830371,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,2048,3,0.02537371246949734,0.0253778803018668,0.08661141969657073,0.02672626708909891,0.34474790377424364,1.2846056277824631,11.887430985247613,19.57453066870169,7,0.004638671875
default,2.0,1.5,2.0,512,1,4,0.10233534426427841,0.0964231751331924,0.11396519236614888,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,2,4,0.05280041389016127,0.07009052513123294,0.09004972268761961,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,4,4,0.0698273256577313,0.05233327338193766,0.07372403985515975,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,8,4,0.033987838169150505,0.04233065595754148,0.06539195144669603,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,16,4,0.029876144755065042,0.03518667834243168,0.06047059708371911,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,32,4,0.029770092704639706,0.030687228371873113,0.05784213352525352,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,64,4,0.027712530519806676,0.028612728297821757,0.05666977936589812,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,128,4,0.027685828118116707,0.027939409254582513,0.05628121004081191,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,256,4,0.02767317366829475,0.027745828820709566,0.056168400462600535,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,512,4,0.02767117961321094,0.027691294793232926,0.056136235894266126,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,1024,4,0.02767107374579285,0.027676229586254767,0.05612748532955768,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,512,2048,4,0.02767107376864573,0.02767235701017614,0.05612525296344712,0.02672626708909891,0.3649785147345278,1.3518257403004368,12.609703394039089,20.80935900173009,10,0.0057373046875
default,2.0,1.5,2.0,1024,1,0,0.06112591513913844,0.08129999894952282,0.09034018305907046,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,2,0,0.03733285842896946,0.05754263510601406,0.07341535337884032,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,4,0,0.028207615322722566,0.040297112826625965,0.0633163639988677,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,8,0,0.025947235692645735,0.029118356281465245,0.057100263904021474,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,16,0,0.019080671365132043,0.0228620530019016,0.05406850846226136,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,32,0,0.017717757668417992,0.019493759562431483,0.052605978185110036,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,64,0,0.01734174548549532,0.018005601902223,0.05200181295569328,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,128,0,0.017256172481067623,0.017464105342626598,0.05176966276164432,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,256,0,0.0172461159872358,0.017299968231536237,0.051694393150828584,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,512,0,0.017243705341889685,0.01725659874609757,0.05167257958522966,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,1024,0,0.017243649208747776,0.017246068499607758,0.05166668490653784,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,2048,0,0.017243649329576376,0.01724382615797045,0.05166518039320224,0.01684563737664233,0.35656599122397703,1.3297143677265284,15.662207732489128,22.87986093724994,13,0.008056640625
default,2.0,1.5,2.0,1024,1,1,0.05910913911745237,0.08033062726946036,0.09260387932400185,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
default,2.0,1.5,2.0,1024,2,1,0.03783305308040551,0.05622032621615793,0.07232905540612622,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
default,2.0,1.5,2.0,1024,4,1,0.028789873821699907,0.041056262825810236,0.061147671680027216,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
default,2.0,1.5,2.0,1024,8,1,0.028874388716157273,0.0305163437026335,0.05475267442036814,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
default,2.0,1.5,2.0,1024,16,1,0.020552785414561046,0.024788220172175225,0.05155406813259056,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
default,2.0,1.5,2.0,1024,32,1,0.019457852727024966,0.02155784826777027,0.05007641276342162,0.01684563737664233,0.3428334616533076,1.3130943113504425,14.478779207797578,39.64399999556551,14,0.0074462890625
