n,K,seed,protocol,last,average,floor,eta,mu,s,a,b,d
256,32,3,reshuffle_unclipped,0.053480009528631016,0.05729866889220167,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,64,3,reshuffle_unclipped,0.052204601527970955,0.05421199634466802,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,128,3,reshuffle_unclipped,0.051960022915444194,0.05270204077535334,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,256,3,reshuffle_unclipped,0.05194522772395198,0.05215650620879051,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,512,3,reshuffle_unclipped,0.05194533814178101,0.05200192168918139,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,1,4,with_replacement_clipped,0.11183804693402795,0.1982882516452937,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,2,4,with_replacement_clipped,0.1033203985160182,0.12379522951571144,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,4,4,with_replacement_clipped,0.07083915700273888,0.08169659856131933,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,8,4,with_replacement_clipped,0.0443177443791857,0.0585283691922202,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,16,4,with_replacement_clipped,0.03558853622135864,0.04464969916995754,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,32,4,with_replacement_clipped,0.034300016020010725,0.037405769874865234,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,64,4,with_replacement_clipped,0.033971521724120435,0.034904498793356456,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,128,4,with_replacement_clipped,0.03395044684168392,0.0341866088526985,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,256,4,with_replacement_clipped,0.03392245889248981,0.033990621742118324,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,512,4,with_replacement_clipped,0.03391722076252987,0.033935535367197664,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,1,4,reshuffle_clipped,0.10081822653121525,0.14942041760195116,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,2,4,reshuffle_clipped,0.07123427184464003,0.10952478507656094,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,4,4,reshuffle_clipped,0.052847340112363424,0.07655894582623492,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,8,4,reshuffle_clipped,0.03953820828484537,0.05447931324926109,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,16,4,reshuffle_clipped,0.03571136678894566,0.04182841979440277,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,32,4,reshuffle_clipped,0.034392085939410046,0.036419802629063996,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,64,4,reshuffle_clipped,0.03398867602756097,0.03463436503589024,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,128,4,reshuffle_clipped,0.03393150425902106,0.03411821067267132,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,256,4,reshuffle_clipped,0.03391995547941924,0.03397225564539593,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,512,4,reshuffle_clipped,0.033916907789234264,0.033930382899219555,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,1,4,reshuffle_unclipped,0.10089328881218644,0.14891141065670052,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,2,4,reshuffle_unclipped,0.07119370818355375,0.1093099920358937,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,4,4,reshuffle_unclipped,0.052577357062087375,0.07638870118427503,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,8,4,reshuffle_unclipped,0.03944070144401583,0.05430758839062825,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,16,4,reshuffle_unclipped,0.035662934303659743,0.04171430760809837,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,32,4,reshuffle_unclipped,0.034388574657188024,0.036373683231160116,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,64,4,reshuffle_unclipped,0.03398948384389742,0.03462136741209745,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,128,4,reshuffle_unclipped,0.03393128786065365,0.03411440357081722,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,256,4,reshuffle_unclipped,0.033919909298958335,0.033971075850102034,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
256,512,4,reshuffle_unclipped,0.03391690904568893,0.033930041263136236,0.04237941566824915,0.2,1.0,1.5,2.0,2.0,4096
512,1,0,with_replacement_clipped,0.0713769135915102,0.1017434834376377,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,0,with_replacement_clipped,0.06230376255754117,0.07296234167181903,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,0,with_replacement_clipped,0.04400714860862004,0.056048846371863484,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,0,with_replacement_clipped,0.03583863922252253,0.044802120626580136,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,0,with_replacement_clipped,0.032371174311445296,0.03748669429761481,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,0,with_replacement_clipped,0.03067090498134172,0.03316106234129484,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,0,with_replacement_clipped,0.030157110419989426,0.03113668819074439,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,0,with_replacement_clipped,0.03010273123418754,0.030408539094017726,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,0,with_replacement_clipped,0.030036148368420276,0.030157212841008,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,0,with_replacement_clipped,0.030031484573959582,0.03006832689449622,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,0,reshuffle_clipped,0.07234441204656268,0.10520081018821036,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,0,reshuffle_clipped,0.10428872148547218,0.07602309442788366,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,0,reshuffle_clipped,0.0415760636717213,0.05685938456060797,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,0,reshuffle_clipped,0.034927958442531465,0.044670065307603854,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,0,reshuffle_clipped,0.03256623277909496,0.036971388123186746,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,0,reshuffle_clipped,0.03041009727518555,0.03285957001856066,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,0,reshuffle_clipped,0.03016999862589285,0.03106372246523849,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,0,reshuffle_clipped,0.030071127667493553,0.03039382705109115,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,0,reshuffle_clipped,0.030037329803883437,0.030152014561629685,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,0,reshuffle_clipped,0.030030674186453346,0.030066331748959355,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,0,reshuffle_unclipped,0.07143456615004114,0.1047281994829811,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,0,reshuffle_unclipped,0.10431043062158317,0.07527521348708363,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,0,reshuffle_unclipped,0.04145668479514196,0.05642674066907925,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,0,reshuffle_unclipped,0.03483031543826842,0.04448746117541482,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,0,reshuffle_unclipped,0.03251227939819304,0.03686796544621747,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,0,reshuffle_unclipped,0.03038964929447804,0.03279769750869607,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,0,reshuffle_unclipped,0.03016679246699713,0.03103498859605347,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,0,reshuffle_unclipped,0.03007093967839143,0.03038450438891687,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,0,reshuffle_unclipped,0.03003730299891491,0.030149506845350744,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,0,reshuffle_unclipped,0.030030673027236165,0.0300656896039424,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,1,with_replacement_clipped,0.07393690797594941,0.09327012431369422,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,1,with_replacement_clipped,0.05177830187026061,0.06945426765135396,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,1,with_replacement_clipped,0.05238196533303935,0.05220746294168509,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,1,with_replacement_clipped,0.033737041756732714,0.0413588726833647,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,1,with_replacement_clipped,0.028878625415077356,0.03365569712417121,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,1,with_replacement_clipped,0.02694888455740414,0.029277617129862994,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,1,with_replacement_clipped,0.026628344151530894,0.027384718275222927,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,1,with_replacement_clipped,0.02647497102850324,0.02674537167310167,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,1,with_replacement_clipped,0.026449978392154228,0.026531628939097707,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,1,with_replacement_clipped,0.02644828332683344,0.026465499798387505,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,1,reshuffle_clipped,0.07050055010558164,0.1051692865223631,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,1,reshuffle_clipped,0.0506592531651109,0.07369726188843695,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,1,reshuffle_clipped,0.03787009047653879,0.053688313276584576,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,1,reshuffle_clipped,0.03179922609199134,0.04069672256245392,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,1,reshuffle_clipped,0.02864623845096517,0.032905876912613284,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,1,reshuffle_clipped,0.026882253143456356,0.028874871196820123,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,1,reshuffle_clipped,0.026546333524803137,0.027225424433705497,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,1,reshuffle_clipped,0.026467170275532203,0.02667654811233337,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,1,reshuffle_clipped,0.02644947555781031,0.026503667832581002,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,1,reshuffle_clipped,0.026448278929067225,0.02645551213192412,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,1,reshuffle_unclipped,0.06998765898777566,0.10442443485153256,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,1,reshuffle_unclipped,0.05028120041372549,0.07301518252089025,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,1,reshuffle_unclipped,0.03762486761920833,0.053217987763013744,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,1,reshuffle_unclipped,0.03152098791595999,0.04033111198832838,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,1,reshuffle_unclipped,0.028559623708931354,0.03266145376108333,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,1,reshuffle_unclipped,0.026865084637258965,0.02874420938661722,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,1,reshuffle_unclipped,0.026532243675913808,0.02717055059076023,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,1,reshuffle_unclipped,0.02646166913950395,0.02665261257437028,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,1,reshuffle_unclipped,0.026448821482334614,0.02649385117969444,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,1,reshuffle_unclipped,0.026448264665931646,0.026452505284294037,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
