n,K,seed,protocol,last,average,floor,eta,mu,s,a,b,d
512,1,2,with_replacement_clipped,0.07220599780190676,0.1021813211103312,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,2,with_replacement_clipped,0.05514166134703572,0.07522547024880388,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,2,with_replacement_clipped,0.03989949186308611,0.054803215998297045,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,2,with_replacement_clipped,0.03544920560016287,0.042660102492472596,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,2,with_replacement_clipped,0.04019857846616467,0.03616743935390828,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,2,with_replacement_clipped,0.029939723410558384,0.03231253138016968,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,2,with_replacement_clipped,0.03165332330545781,0.030477664184379208,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,2,with_replacement_clipped,0.02964189121136013,0.029849748760858406,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,2,with_replacement_clipped,0.029610326980820403,0.02967209213999465,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,2,with_replacement_clipped,0.029609990145205056,0.029625695729978054,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,2,reshuffle_clipped,0.06712563707652301,0.10180979436818478,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,2,reshuffle_clipped,0.05139327286123497,0.07266497377766332,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,2,reshuffle_clipped,0.04021528390888658,0.0530605224644706,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,2,reshuffle_clipped,0.03551864962296528,0.04152963584591354,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,2,reshuffle_clipped,0.03704942376689202,0.03523726566006747,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,2,reshuffle_clipped,0.029921842215257132,0.031798201285305486,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,2,reshuffle_clipped,0.029845389104251215,0.030290631236708613,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,2,reshuffle_clipped,0.029611200906516647,0.02979401177435735,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,2,reshuffle_clipped,0.029610064872165828,0.02965613054937741,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,2,reshuffle_clipped,0.029609991487340944,0.02962096124377044,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,2,reshuffle_unclipped,0.06646775665110972,0.10097095965106578,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,2,reshuffle_unclipped,0.05101617271246909,0.07210444224998677,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,2,reshuffle_unclipped,0.04129664075290555,0.05273807953700866,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,2,reshuffle_unclipped,0.03544364897435141,0.04137129394795511,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,2,reshuffle_unclipped,0.03698216500479483,0.035153713193430774,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,2,reshuffle_unclipped,0.029869917809423403,0.03175824840519971,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,2,reshuffle_unclipped,0.02982413571189861,0.030277137757765464,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,2,reshuffle_unclipped,0.029611224515037397,0.02978997971967401,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,2,reshuffle_unclipped,0.02961007369682025,0.029655081125137924,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,2,reshuffle_unclipped,0.0296099916698224,0.029620755235648295,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,3,with_replacement_clipped,0.07004928155655613,0.10297637098151179,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,3,with_replacement_clipped,0.07697330195066038,0.07499863840994112,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,3,with_replacement_clipped,0.04335683774212863,0.055458379799080075,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,3,with_replacement_clipped,0.03145439806689043,0.0419506694516948,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,3,with_replacement_clipped,0.03186663036254005,0.03325373694384217,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,3,with_replacement_clipped,0.027217783992426803,0.029140804063914682,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,3,with_replacement_clipped,0.02701328532731638,0.027540317598794637,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,3,with_replacement_clipped,0.026819793166341525,0.027013253902671643,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,3,with_replacement_clipped,0.026791947622380075,0.026857019267951195,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,3,with_replacement_clipped,0.026788439466131166,0.02680744438279969,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,3,reshuffle_clipped,0.07386155337355986,0.10050409836542788,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,3,reshuffle_clipped,0.05857960899449808,0.0763107710794323,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,3,reshuffle_clipped,0.04085765382729399,0.05626152179670381,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,3,reshuffle_clipped,0.04010667627255319,0.04196254343373668,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,3,reshuffle_clipped,0.02787649769463511,0.03324814712776407,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,3,reshuffle_clipped,0.02700812474076541,0.029103400588469944,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,3,reshuffle_clipped,0.026921936852850856,0.027521664375198058,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,3,reshuffle_clipped,0.026803999897354054,0.027010892256982624,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,3,reshuffle_clipped,0.0267905778878772,0.026854801037895747,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,3,reshuffle_clipped,0.026788394874398855,0.026806348682404543,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,3,reshuffle_unclipped,0.07448680013968732,0.09955631093791201,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,3,reshuffle_unclipped,0.058503664856030514,0.07563098858311514,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,3,reshuffle_unclipped,0.04062520377301747,0.055758365922509254,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,3,reshuffle_unclipped,0.04028590301470568,0.04168224271669877,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,3,reshuffle_unclipped,0.02785914761246368,0.03313671331424696,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,3,reshuffle_unclipped,0.02700223122878843,0.029069722133182013,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,3,reshuffle_unclipped,0.026920366939048517,0.027509699362369563,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,3,reshuffle_unclipped,0.026803938348093248,0.027006696078379275,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,3,reshuffle_unclipped,0.026790554951852986,0.026853626527794834,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,3,reshuffle_unclipped,0.02678839488917087,0.02680605017341265,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,4,with_replacement_clipped,0.07505754210139177,0.0997441295860814,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,4,with_replacement_clipped,0.05268238724919212,0.06865869604880197,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,4,with_replacement_clipped,0.04164212396114387,0.05084347277749554,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,4,with_replacement_clipped,0.03207226215639226,0.03875685506407768,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,4,with_replacement_clipped,0.025540841288510086,0.031033938598948985,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,4,with_replacement_clipped,0.02372498906581422,0.026306324079673173,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,4,with_replacement_clipped,0.02297993579426593,0.024090924835878734,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,4,with_replacement_clipped,0.02293010960719059,0.023269128861930406,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,4,with_replacement_clipped,0.022916238077261033,0.023014847738576295,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,4,with_replacement_clipped,0.0229140905504847,0.022942798830105002,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,4,reshuffle_clipped,0.060586827781521795,0.09686249280535522,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,4,reshuffle_clipped,0.05041066561048868,0.06689162779642342,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,4,reshuffle_clipped,0.048114428572778464,0.048890639172921746,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,4,reshuffle_clipped,0.028212136465062036,0.03741342561931892,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,4,reshuffle_clipped,0.02527773298288919,0.030021982515208732,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,4,reshuffle_clipped,0.02328179934373103,0.02577845554716776,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,4,reshuffle_clipped,0.022970415448239714,0.023882193660034842,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,4,reshuffle_clipped,0.02291990433699546,0.023207693009515834,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,4,reshuffle_clipped,0.0229160769769067,0.022997266890827178,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,4,reshuffle_clipped,0.022914086630105825,0.02293785061899039,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,1,4,reshuffle_unclipped,0.06061340398134526,0.09688008897960051,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,2,4,reshuffle_unclipped,0.05010241604853931,0.06687210327827235,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,4,4,reshuffle_unclipped,0.04856735122981884,0.048780732014941444,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,8,4,reshuffle_unclipped,0.028126655865850687,0.03727271912337891,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,16,4,reshuffle_unclipped,0.025280538841613506,0.029925750274188322,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,32,4,reshuffle_unclipped,0.023278538520460624,0.025736449895904373,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,64,4,reshuffle_unclipped,0.022970014932139484,0.023869358446311877,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,128,4,reshuffle_unclipped,0.022919765797909736,0.02320393592865654,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,256,4,reshuffle_unclipped,0.02291599405575774,0.022996206357512046,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
512,512,4,reshuffle_unclipped,0.022914086615816977,0.022937562527550467,0.026726327158055816,0.2,1.0,1.5,2.0,2.0,4096
1024,1,0,with_replacement_clipped,0.053373312553557116,0.07669485962395169,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,0,with_replacement_clipped,0.03921516104539645,0.05528070153214611,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,0,with_replacement_clipped,0.03082758970301746,0.0419633630920589,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,0,with_replacement_clipped,0.03468088431220061,0.0324399273410555,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,0,with_replacement_clipped,0.026108516296219075,0.026405824581812797,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,0,with_replacement_clipped,0.021242768203845994,0.023063672677561143,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,0,with_replacement_clipped,0.021014361211795413,0.02162809904089541,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,0,with_replacement_clipped,0.02097006537978127,0.021144226699326932,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,0,with_replacement_clipped,0.020955511985389162,0.021002633174169352,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,0,with_replacement_clipped,0.02095513742155027,0.020965225776863647,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,0,reshuffle_clipped,0.04887468223655962,0.07366650113936421,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,0,reshuffle_clipped,0.05282861793729487,0.05282247439770169,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,0,reshuffle_clipped,0.029382648866671097,0.03932201569954114,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,0,reshuffle_clipped,0.024575271904359656,0.03109555841218054,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,0,reshuffle_clipped,0.022392160278241147,0.02593212125112834,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,0,reshuffle_clipped,0.022250895436335162,0.02293843354497785,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,0,reshuffle_clipped,0.02099374517633882,0.021578051563713785,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,0,reshuffle_clipped,0.020961044321010237,0.021125574540912753,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,0,reshuffle_clipped,0.02095589979508753,0.020996436620349508,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,0,reshuffle_clipped,0.02095512851387141,0.020963324257755614,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,0,reshuffle_unclipped,0.04960801841912551,0.07348738472443664,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,0,reshuffle_unclipped,0.052346293588705704,0.05267614776922658,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,0,reshuffle_unclipped,0.02914953417181834,0.03917882619124094,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,0,reshuffle_unclipped,0.02427551957142138,0.03088172427544079,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,0,reshuffle_unclipped,0.022229670609547943,0.02568045357758668,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,0,reshuffle_unclipped,0.022224271149742007,0.022769102662564215,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,0,reshuffle_unclipped,0.020992266654517578,0.021515461166802766,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,0,reshuffle_unclipped,0.020960844192644646,0.021108126014424612,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,0,reshuffle_unclipped,0.02095586498198495,0.02099187396970154,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,0,reshuffle_unclipped,0.020955128289637873,0.020962169515260188,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,1,with_replacement_clipped,0.07758822013380078,0.0766645014312159,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,1,with_replacement_clipped,0.03988668580158274,0.056343301015080435,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,1,with_replacement_clipped,0.03185935255430166,0.04196960672701126,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,1,with_replacement_clipped,0.02479291621507207,0.0325529380015046,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,1,with_replacement_clipped,0.021050357465008777,0.025797626729896092,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,1,with_replacement_clipped,0.019982686955653035,0.022091930700217394,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,1,with_replacement_clipped,0.01957340849207162,0.020395914804664374,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,1,with_replacement_clipped,0.019512422358510285,0.019762492283029384,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,1,with_replacement_clipped,0.01950773762036689,0.01956748555159706,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,1,with_replacement_clipped,0.019501668022358986,0.019515588358025242,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,1,reshuffle_clipped,0.04878982961148567,0.0710070115947191,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,1,reshuffle_clipped,0.037076093374714056,0.05271318054488356,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,1,reshuffle_clipped,0.029543583601956584,0.03979299832279464,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,1,reshuffle_clipped,0.024058187286895804,0.030850710866114246,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,1,reshuffle_clipped,0.02360566008247251,0.025104752390662843,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,1,reshuffle_clipped,0.01984406503463813,0.021840049962284305,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,1,reshuffle_clipped,0.01956003939554279,0.020306732974819355,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,1,reshuffle_clipped,0.019514426140655832,0.019732790159598182,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,1,reshuffle_clipped,0.019504513853883125,0.019560969636351035,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,1,reshuffle_clipped,0.019501460843562808,0.019514332029999963,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,1,reshuffle_unclipped,0.048239517191408114,0.07037442409659025,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,1,reshuffle_unclipped,0.036792089561225004,0.052189812668026324,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,1,reshuffle_unclipped,0.029380398511544795,0.039476085647651066,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,1,reshuffle_unclipped,0.024013635172442465,0.030684862278495727,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,1,reshuffle_unclipped,0.02357072060359593,0.025035311451766278,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,1,reshuffle_unclipped,0.01984386388161391,0.021814739689780427,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,1,reshuffle_unclipped,0.019559797087218254,0.020298679412637223,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,1,reshuffle_unclipped,0.019514244294540357,0.019730403169461105,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,1,reshuffle_unclipped,0.01950443842188491,0.019560217610620642,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,1,reshuffle_unclipped,0.019501453541007158,0.019514094458201486,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,2,with_replacement_clipped,0.055896060307889975,0.07523085740708614,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,2,with_replacement_clipped,0.046253808637929356,0.05519840586787325,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,2,with_replacement_clipped,0.037302993355789175,0.04165754416708011,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,2,with_replacement_clipped,0.02279000875257779,0.031051956027546762,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,2,with_replacement_clipped,0.019077619489246748,0.023895795147594004,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,2,with_replacement_clipped,0.01632065069210259,0.019173729423402973,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,2,with_replacement_clipped,0.01582832210925679,0.01690003874487954,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,2,with_replacement_clipped,0.01577401618206031,0.01609106512463872,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,2,with_replacement_clipped,0.0157527080821092,0.01584547817609625,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,2,with_replacement_clipped,0.015752248581317636,0.015776899594903807,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,2,reshuffle_clipped,0.0556585954048006,0.0676395602005781,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,2,reshuffle_clipped,0.04079665712534112,0.05075086077012188,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,2,reshuffle_clipped,0.029117671816819693,0.039039798870060254,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,2,reshuffle_clipped,0.022252778295522926,0.029997873263972328,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,2,reshuffle_clipped,0.017862922803198265,0.023384507184285867,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,2,reshuffle_clipped,0.016373869980217837,0.018974233740169502,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,2,reshuffle_clipped,0.015819754699975777,0.01682719403274011,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,2,reshuffle_clipped,0.015760334327404438,0.01606515646277846,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,2,reshuffle_clipped,0.015752660781734092,0.015837284364640044,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,2,reshuffle_clipped,0.015752248220460823,0.015774453671542038,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,2,reshuffle_unclipped,0.056446891549697085,0.06724095820968982,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,2,reshuffle_unclipped,0.04061879169636946,0.05049550448494758,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,2,reshuffle_unclipped,0.028989653904620157,0.03883453168091563,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,2,reshuffle_unclipped,0.022147552920255387,0.029819908385707167,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,2,reshuffle_unclipped,0.017821526533293296,0.023255312417834,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,2,reshuffle_unclipped,0.01637276322836195,0.018907380819499886,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,2,reshuffle_unclipped,0.015818955077950895,0.01680404990414458,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,2,reshuffle_unclipped,0.015760272318343056,0.01605850719831747,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,2,reshuffle_unclipped,0.01575265365501137,0.015835466569469502,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,2,reshuffle_unclipped,0.015752248008794965,0.01577394298011309,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,3,with_replacement_clipped,0.07526101348091417,0.07279593321310435,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,3,with_replacement_clipped,0.040374165518221226,0.056593286610812504,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,3,with_replacement_clipped,0.030392019150272055,0.04205994534946843,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,3,with_replacement_clipped,0.032114848783761335,0.03158969875479009,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,3,with_replacement_clipped,0.019586436999434357,0.024582193417558035,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,3,with_replacement_clipped,0.01809185580632383,0.0206349001945406,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,3,with_replacement_clipped,0.01750626035220858,0.01860831133851943,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,3,with_replacement_clipped,0.017457429769350375,0.017774458268931388,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,3,with_replacement_clipped,0.017362515876147497,0.017475106924075248,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,3,with_replacement_clipped,0.017361105312506238,0.017388189348710042,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,3,reshuffle_clipped,0.05347209790590974,0.07497733420435151,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,3,reshuffle_clipped,0.04328802318366783,0.052933207586783285,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,3,reshuffle_clipped,0.028807361190244973,0.038663677897031574,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,3,reshuffle_clipped,0.023757317179398125,0.02940451286635916,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,3,reshuffle_clipped,0.019311657135115644,0.02354921674110609,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,3,reshuffle_clipped,0.01799008370036983,0.020144250669639076,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,3,reshuffle_clipped,0.017508619595128647,0.018445932717743224,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,3,reshuffle_clipped,0.017385321749863777,0.01772386254358821,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,256,3,reshuffle_clipped,0.017361771488249418,0.01746128481034049,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,512,3,reshuffle_clipped,0.017361088165093765,0.017385163446401057,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,1,3,reshuffle_unclipped,0.05327253546899025,0.0739035598712155,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,2,3,reshuffle_unclipped,0.04344752635555659,0.052455857143694225,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,4,3,reshuffle_unclipped,0.028657272566455776,0.03845088508272448,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,8,3,reshuffle_unclipped,0.023746914977153057,0.02932614249847225,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,16,3,reshuffle_unclipped,0.019305527439953438,0.023521525850496487,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,32,3,reshuffle_unclipped,0.017989140598381134,0.020132519138779247,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,64,3,reshuffle_unclipped,0.017507221255343486,0.018440172996573297,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
1024,128,3,reshuffle_unclipped,0.01738521023264915,0.0177215002804725,0.016845757482605837,0.2,1.0,1.5,2.0,2.0,4096
