mu,eta,clip,K,seed,last,average,floor
1.75,0.4,False,8,0,0.012163596804532223,0.014822229889953053,0.00731009130784534
1.75,0.4,False,16,0,0.00909338497733817,0.011500246520954717,0.00731009130784534
1.75,0.4,False,32,0,0.00832846127835795,0.009556542837603411,0.00731009130784534
1.75,0.4,False,64,0,0.008184718016865966,0.00857478534473512,0.00731009130784534
1.75,0.4,True,1,1,0.03039025826947609,0.03933203884284438,0.00731009130784534
1.75,0.4,True,2,1,0.023856754471419488,0.028153095857134013,0.00731009130784534
1.75,0.4,True,4,1,0.01580503072002121,0.020257728773748825,0.00731009130784534
1.75,0.4,True,8,1,0.011345647363597059,0.01506767563111637,0.00731009130784534
1.75,0.4,True,16,1,0.016537658295694535,0.011743143025750264,0.00731009130784534
1.75,0.4,True,32,1,0.00880924499091144,0.009832420427541063,0.00731009130784534
1.75,0.4,True,64,1,0.008409514848124133,0.008897363635122725,0.00731009130784534
1.75,0.4,False,1,1,0.02792087611641897,0.03798301373838299,0.00731009130784534
1.75,0.4,False,2,1,0.022765806108252077,0.02718675410670329,0.00731009130784534
1.75,0.4,False,4,1,0.016439925474945116,0.019591783281687786,0.00731009130784534
1.75,0.4,False,8,1,0.011201669032456408,0.01464265363574663,0.00731009130784534
1.75,0.4,False,16,1,0.016465924680192454,0.011492115129334887,0.00731009130784534
1.75,0.4,False,32,1,0.008805936744709055,0.009704917804408589,0.00731009130784534
1.75,0.4,False,64,1,0.008403140195027246,0.008844207914726706,0.00731009130784534
1.75,0.4,True,1,2,0.032330929073656194,0.03668984948202256,0.00731009130784534
1.75,0.4,True,2,2,0.03875315818818701,0.02620489174407935,0.00731009130784534
1.75,0.4,True,4,2,0.016448347402970208,0.01943582230424874,0.00731009130784534
1.75,0.4,True,8,2,0.023797943767292738,0.014811194918924728,0.00731009130784534
1.75,0.4,True,16,2,0.010060858030174027,0.011682664972225995,0.00731009130784534
1.75,0.4,True,32,2,0.008241493234739527,0.00969412961920985,0.00731009130784534
1.75,0.4,True,64,2,0.007808803982782433,0.008536414886278945,0.00731009130784534
1.75,0.4,False,1,2,0.03560890714849408,0.03531560184735386,0.00731009130784534
1.75,0.4,False,2,2,0.045563089305952584,0.02527238089672437,0.00731009130784534
1.75,0.4,False,4,2,0.017176365024015226,0.01884136207285588,0.00731009130784534
1.75,0.4,False,8,2,0.031367852921701335,0.014434922793322652,0.00731009130784534
1.75,0.4,False,16,2,0.010547931624418146,0.011421315931417321,0.00731009130784534
1.75,0.4,False,32,2,0.008106924159589352,0.009497957949036169,0.00731009130784534
1.75,0.4,False,64,2,0.0077787982277307734,0.008405977819669732,0.00731009130784534
1.75,0.4,True,1,3,0.02574884914148725,0.037298975452575614,0.00731009130784534
1.75,0.4,True,2,3,0.03788508789807772,0.026977985823562266,0.00731009130784534
1.75,0.4,True,4,3,0.014462583817939132,0.01993670960105103,0.00731009130784534
1.75,0.4,True,8,3,0.01165122307273267,0.014912841856633139,0.00731009130784534
1.75,0.4,True,16,3,0.00923496676906068,0.011563564879264123,0.00731009130784534
1.75,0.4,True,32,3,0.010196471637842291,0.009447985880756104,0.00731009130784534
1.75,0.4,True,64,3,0.0077721013676349,0.008313384527181195,0.00731009130784534
1.75,0.4,False,1,3,0.025234463157183737,0.036109411970107336,0.00731009130784534
1.75,0.4,False,2,3,0.049926403811917534,0.026129728518981588,0.00731009130784534
1.75,0.4,False,4,3,0.014082760345764849,0.01931941039900162,0.00731009130784534
1.75,0.4,False,8,3,0.011441019963229174,0.014477281794164135,0.00731009130784534
1.75,0.4,False,16,3,0.009212054600412281,0.011269864223145765,0.00731009130784534
1.75,0.4,False,32,3,0.01076189269611879,0.009275235970718117,0.00731009130784534
1.75,0.4,False,64,3,0.007769760320550798,0.008232621090563039,0.00731009130784534
1.75,0.4,True,1,4,0.024132762181916408,0.036197896580572694,0.00731009130784534
1.75,0.4,True,2,4,0.026847656765841357,0.025563632528172127,0.00731009130784534
1.75,0.4,True,4,4,0.013969816385071023,0.018791781304745517,0.00731009130784534
1.75,0.4,True,8,4,0.01135710893729424,0.014240677783041425,0.00731009130784534
1.75,0.4,True,16,4,0.009092813811061211,0.011237368690856928,0.00731009130784534
1.75,0.4,True,32,4,0.0082241621174069,0.009350799947031757,0.00731009130784534
1.75,0.4,True,64,4,0.007675217064364833,0.008293050349554661,0.00731009130784534
1.75,0.4,False,1,4,0.02358944896096694,0.03521967618857479,0.00731009130784534
1.75,0.4,False,2,4,0.030678461288904925,0.02492208804461534,0.00731009130784534
1.75,0.4,False,4,4,0.014683364271568205,0.018347734729386157,0.00731009130784534
1.75,0.4,False,8,4,0.01159718098535224,0.01391660356169393,0.00731009130784534
1.75,0.4,False,16,4,0.009080078653993181,0.0109986641487819,0.00731009130784534
1.75,0.4,False,32,4,0.008156975457211755,0.009185232351978986,0.00731009130784534
1.75,0.4,False,64,4,0.007666736485482738,0.008205583118394894,0.00731009130784534
1.75,0.8,True,1,0,0.03374113437740124,0.033779957220370214,0.00731009130784534
1.75,0.8,True,2,0,0.016950264667491388,0.02438055602999803,0.00731009130784534
1.75,0.8,True,4,0,0.012655180120434565,0.018071059179747915,0.00731009130784534
1.75,0.8,True,8,0,0.01130865694139778,0.013648109564699154,0.00731009130784534
1.75,0.8,True,16,0,0.008901402274665075,0.010834090498912425,0.00731009130784534
1.75,0.8,True,32,0,0.00828647336248421,0.009251836472778897,0.00731009130784534
1.75,0.8,True,64,0,0.008085131627817202,0.008465078133516895,0.00731009130784534
1.75,0.8,False,1,0,0.0757368712210367,0.028916722850718873,0.00731009130784534
1.75,0.8,False,2,0,0.017668589400776483,0.020345188986329497,0.00731009130784534
1.75,0.8,False,4,0,0.021249600508476692,0.015118776170731964,0.00731009130784534
1.75,0.8,False,8,0,0.043175252245133765,0.011541805550342425,0.00731009130784534
1.75,0.8,False,16,0,0.009378808041901554,0.00954197881274168,0.00731009130784534
1.75,0.8,False,32,0,0.008621241203456406,0.008565783317216169,0.00731009130784534
1.75,0.8,False,64,0,0.00801010385844326,0.008165021330668659,0.00731009130784534
1.75,0.8,True,1,1,0.028387566945867068,0.0342135489650876,0.00731009130784534
1.75,0.8,True,2,1,0.022653253953077768,0.024104349692065305,0.00731009130784534
1.75,0.8,True,4,1,0.015214535853514965,0.017486321382912902,0.00731009130784534
1.75,0.8,True,8,1,0.01045639236754954,0.013318387242064349,0.00731009130784534
1.75,0.8,True,16,1,0.014946686791763928,0.010778546205754018,0.00731009130784534
1.75,0.8,True,32,1,0.008772415952593107,0.009382204934774385,0.00731009130784534
1.75,0.8,True,64,1,0.008385284407262434,0.00871826328723767,0.00731009130784534
1.75,0.8,False,1,1,0.04727774040065147,0.031089276197240223,0.00731009130784534
1.75,0.8,False,2,1,0.15903582545719105,0.020801381656001632,0.00731009130784534
1.75,0.8,False,4,1,0.028884968547840794,0.015122906025726838,0.00731009130784534
1.75,0.8,False,8,1,0.009727818850553896,0.01160334030076048,0.00731009130784534
1.75,0.8,False,16,1,0.013280109500548018,0.00973448912230898,0.00731009130784534
1.75,0.8,False,32,1,0.008711654053196738,0.00885657684961614,0.00731009130784534
1.75,0.8,False,64,1,0.008410501161297023,0.008511785381089335,0.00731009130784534
1.75,0.8,True,1,2,0.027878444462502913,0.03210703586427155,0.00731009130784534
1.75,0.8,True,2,2,0.03842935374340533,0.022950135407631557,0.00731009130784534
1.75,0.8,True,4,2,0.014527308989462313,0.017167968289893618,0.00731009130784534
1.75,0.8,True,8,2,0.024696284443140277,0.013256388286857521,0.00731009130784534
1.75,0.8,True,16,2,0.009348954337892824,0.010738919396860636,0.00731009130784534
1.75,0.8,True,32,2,0.008098518744871887,0.00919640865961698,0.00731009130784534
1.75,0.8,True,64,2,0.007756074730957259,0.008305918015476152,0.00731009130784534
1.75,0.8,False,1,2,0.0545601721800704,0.030672471585313492,0.00731009130784534
1.75,0.8,False,2,2,0.1346073650371406,0.021261929643801723,0.00731009130784534
1.75,0.8,False,4,2,0.01650867862864713,0.015308055837402712,0.00731009130784534
1.75,0.8,False,8,2,0.06022893781051465,0.011680514826638599,0.00731009130784534
1.75,0.8,False,16,2,0.04038906571060908,0.009562674054991092,0.00731009130784534
1.75,0.8,False,32,2,0.007854533026621488,0.008390421996603932,0.00731009130784534
1.75,0.8,False,64,2,0.007790720452245237,0.007890557880280159,0.00731009130784534
1.75,0.8,True,1,3,0.02198749965604635,0.03220384501252216,0.00731009130784534
1.75,0.8,True,2,3,0.03324965526496622,0.0236069802606128,0.00731009130784534
1.75,0.8,True,4,3,0.013242384093578254,0.017649304231244427,0.00731009130784534
1.75,0.8,True,8,3,0.010366605301126817,0.01341260525055356,0.00731009130784534
1.75,0.8,True,16,3,0.008744196969647008,0.010621622448400004,0.00731009130784534
1.75,0.8,True,32,3,0.009655077134313177,0.00892966829697826,0.00731009130784534
1.75,0.8,True,64,3,0.007724914290483302,0.00808622984102736,0.00731009130784534
1.75,0.8,False,1,3,0.03224481356889874,0.02878443914306103,0.00731009130784534
1.75,0.8,False,2,3,0.04576154787525765,0.020503929614136707,0.00731009130784534
1.75,0.8,False,4,3,0.018313711662130108,0.01472894559721603,0.00731009130784534
1.75,0.8,False,8,3,0.011267343439024016,0.011117841080705355,0.00731009130784534
1.75,0.8,False,16,3,0.008638886175783208,0.009190498818140058,0.00731009130784534
1.75,0.8,False,32,3,0.008249242051321548,0.008193893347498106,0.00731009130784534
1.75,0.8,False,64,3,0.0077365219765301784,0.007784107189543764,0.00731009130784534
1.75,0.8,True,1,4,0.020889748214407065,0.03172507170549549,0.00731009130784534
1.75,0.8,True,2,4,0.021296872574421467,0.022186996898302867,0.00731009130784534
1.75,0.8,True,4,4,0.012358660008391096,0.016502802087927617,0.00731009130784534
1.75,0.8,True,8,4,0.010423988124198641,0.012757043455612974,0.00731009130784534
1.75,0.8,True,16,4,0.008765217813143968,0.010344037110953939,0.00731009130784534
1.75,0.8,True,32,4,0.007952709547137417,0.008873694489481082,0.00731009130784534
1.75,0.8,True,64,4,0.007632673134277908,0.008079579979752824,0.00731009130784534
1.75,0.8,False,1,4,0.02113350152182029,0.028144546425622155,0.00731009130784534
1.75,0.8,False,2,4,0.10104070232909697,0.019262715812035296,0.00731009130784534
1.75,0.8,False,4,4,0.2549847775921062,0.01445693525479842,0.00731009130784534
1.75,0.8,False,8,4,0.03865305596175852,0.011387248426826016,0.00731009130784534
1.75,0.8,False,16,4,0.014080366836134124,0.009325523561669454,0.00731009130784534
1.75,0.8,False,32,4,0.007923871376843502,0.008248964528977713,0.00731009130784534
1.75,0.8,False,64,4,0.007696147702404644,0.007798893926711934,0.00731009130784534
1.75,1.2,True,1,0,0.03321067306026806,0.031804325942238004,0.00731009130784534
1.75,1.2,True,2,0,0.016408751736143732,0.023130799295853894,0.00731009130784534
1.75,1.2,True,4,0,0.012202668382724465,0.017285351455319498,0.00731009130784534
1.75,1.2,True,8,0,0.011173585719137277,0.013195911297893041,0.00731009130784534
1.75,1.2,True,16,0,0.008850470425342859,0.010628897790785597,0.00731009130784534
1.75,1.2,True,32,0,0.00826935967258601,0.009170913597841711,0.00731009130784534
1.75,1.2,True,64,0,0.008078780345445425,0.008436183585748826,0.00731009130784534
1.75,1.2,False,1,0,4.972711869677077e+73,9.686290317714996e+68,0.00731009130784534
1.75,1.2,False,2,0,2.660191574941862e+146,5.171101136906009e+142,0.00731009130784534
1.75,1.2,False,4,0,1.4282438016812213e+300,2.915875849380254e+294,0.00731009130784534
1.75,1.2,False,8,0,inf,inf,0.00731009130784534
1.75,1.2,False,16,0,,,0.00731009130784534
1.75,1.2,False,32,0,,,0.00731009130784534
1.75,1.2,False,64,0,,,0.00731009130784534
1.75,1.2,True,1,1,0.02736062642476567,0.032363127155033256,0.00731009130784534
1.75,1.2,True,2,1,0.022202744687926098,0.02274152364238693,0.00731009130784534
1.75,1.2,True,4,1,0.014219334729105176,0.01667464265351636,0.00731009130784534
1.75,1.2,True,8,1,0.010330264116011175,0.012911978110659082,0.00731009130784534
1.75,1.2,True,16,1,0.014942659829987492,0.01061380222499363,0.00731009130784534
1.75,1.2,True,32,1,0.008770663025315203,0.00932405853260129,0.00731009130784534
1.75,1.2,True,64,1,0.008383609690150817,0.008698906651414859,0.00731009130784534
1.75,1.2,False,1,1,2.7322227451563673e+75,9.174061174181477e+69,0.00731009130784534
1.75,1.2,False,2,1,4.7124838974879585e+145,9.947263568597304e+138,0.00731009130784534
1.75,1.2,False,4,1,3.0460622609927313e+289,8.100537047229281e+282,0.00731009130784534
1.75,1.2,False,8,1,inf,inf,0.00731009130784534
1.75,1.2,False,16,1,,,0.00731009130784534
1.75,1.2,False,32,1,,,0.00731009130784534
1.75,1.2,False,64,1,,,0.00731009130784534
1.75,1.2,True,1,2,0.027274606595015,0.030344078271327995,0.00731009130784534
1.75,1.2,True,2,2,0.037964354472340756,0.02173445015992133,0.00731009130784534
1.75,1.2,True,4,2,0.014360777541500851,0.0164215385026785,0.00731009130784534
1.75,1.2,True,8,2,0.024676229654111093,0.012830355138521977,0.00731009130784534
1.75,1.2,True,16,2,0.00919847273075616,0.01053244554071223,0.00731009130784534
1.75,1.2,True,32,2,0.008088953441892628,0.009108654606270328,0.00731009130784534
1.75,1.2,True,64,2,0.007747393004629403,0.008270228442740068,0.00731009130784534
1.75,1.2,False,1,2,8.322788523707852e+95,1.5153544559669139e+91,0.00731009130784534
1.75,1.2,False,2,2,4.459515286387983e+180,2.080862339045379e+175,0.00731009130784534
1.75,1.2,False,4,2,inf,inf,0.00731009130784534
1.75,1.2,False,8,2,,,0.00731009130784534
1.75,1.2,False,16,2,,,0.00731009130784534
1.75,1.2,False,32,2,,,0.00731009130784534
1.75,1.2,False,64,2,,,0.00731009130784534
1.75,1.2,True,1,3,0.02096928258199196,0.03016826359831132,0.00731009130784534
1.75,1.2,True,2,3,0.03322391984567448,0.022432081988179645,0.00731009130784534
1.75,1.2,True,4,3,0.01300021269902364,0.016994041330808878,0.00731009130784534
1.75,1.2,True,8,3,0.010248920646140379,0.01303841230670337,0.00731009130784534
1.75,1.2,True,16,3,0.008667383454026123,0.010420762271845836,0.00731009130784534
1.75,1.2,True,32,3,0.009322051341011484,0.008842829733044311,0.00731009130784534
1.75,1.2,True,64,3,0.007717314509854997,0.008056072846857422,0.00731009130784534
1.75,1.2,False,1,3,6.281700933913342e+72,3.180440163731361e+68,0.00731009130784534
1.75,1.2,False,2,3,1.0305235506289563e+149,1.5011933261504868e+142,0.00731009130784534
1.75,1.2,False,4,3,2.171125361580729e+292,1.5064877236668424e+285,0.00731009130784534
1.75,1.2,False,8,3,inf,inf,0.00731009130784534
1.75,1.2,False,16,3,,,0.00731009130784534
1.75,1.2,False,32,3,,,0.00731009130784534
1.75,1.2,False,64,3,,,0.00731009130784534
1.75,1.2,True,1,4,0.020004199178346272,0.02993740995342366,0.00731009130784534
1.75,1.2,True,2,4,0.020073723341293377,0.020962627188825866,0.00731009130784534
1.75,1.2,True,4,4,0.012194139875927401,0.015794009939903226,0.00731009130784534
1.75,1.2,True,8,4,0.010186179353980007,0.012383847130923392,0.00731009130784534
1.75,1.2,True,16,4,0.008705453177504789,0.010163552272916937,0.00731009130784534
1.75,1.2,True,32,4,0.0079312899469737,0.008795474467256226,0.00731009130784534
1.75,1.2,True,64,4,0.007627369358642184,0.008048656741105189,0.00731009130784534
1.75,1.2,False,1,4,7.018640007940864e+80,5.4541604979681677e+76,0.00731009130784534
1.75,1.2,False,2,4,1.3559283486529209e+157,5.838902880738612e+151,0.00731009130784534
1.75,1.2,False,4,4,5.50149565233994e+296,4.304413100480553e+290,0.00731009130784534
1.75,1.2,False,8,4,inf,inf,0.00731009130784534
1.75,1.2,False,16,4,,,0.00731009130784534
1.75,1.2,False,32,4,,,0.00731009130784534
1.75,1.2,False,64,4,,,0.00731009130784534
2.25,0.2,True,1,0,0.043300849495160776,0.04789206069527246,0.006182662865844615
2.25,0.2,True,2,0,0.02555819753504312,0.034432218888654754,0.006182662865844615
2.25,0.2,True,4,0,0.018695083368882363,0.02503878939119667,0.006182662865844615
2.25,0.2,True,8,0,0.01415552001904447,0.018499863987117313,0.006182662865844615
2.25,0.2,True,16,0,0.010847649125352217,0.013829009551499722,0.006182662865844615
2.25,0.2,True,32,0,0.008277680431386865,0.010683633281294137,0.006182662865844615
2.25,0.2,True,64,0,0.008152331673321944,0.008738838252721792,0.006182662865844615
2.25,0.2,False,1,0,0.043300849495160776,0.04789206069527246,0.006182662865844615
2.25,0.2,False,2,0,0.02555819753504312,0.034432218888654754,0.006182662865844615
2.25,0.2,False,4,0,0.018695083368882363,0.02503878939119667,0.006182662865844615
2.25,0.2,False,8,0,0.01415552001904447,0.018499863987117313,0.006182662865844615
2.25,0.2,False,16,0,0.010847649125352217,0.013829009551499722,0.006182662865844615
2.25,0.2,False,32,0,0.008277680431386865,0.010683633281294137,0.006182662865844615
2.25,0.2,False,64,0,0.008152331673321944,0.008738838252721792,0.006182662865844615
2.25,0.2,True,1,1,0.038357360997579144,0.0496651421611035,0.006182662865844615
2.25,0.2,True,2,1,0.02677970096685654,0.035447955217746706,0.006182662865844615
2.25,0.2,True,4,1,0.027158390687809737,0.02550089235598778,0.006182662865844615
2.25,0.2,True,8,1,0.015452657757256159,0.018885734070863407,0.006182662865844615
2.25,0.2,True,16,1,0.010084606095565723,0.014145019545251023,0.006182662865844615
2.25,0.2,True,32,1,0.0082929833843502,0.010793634801603705,0.006182662865844615
2.25,0.2,True,64,1,0.007181658383925552,0.008657642682224142,0.006182662865844615
2.25,0.2,False,1,1,0.038357360997579144,0.0496651421611035,0.006182662865844615
2.25,0.2,False,2,1,0.02677970096685654,0.035447955217746706,0.006182662865844615
2.25,0.2,False,4,1,0.027158390687809737,0.02550089235598778,0.006182662865844615
2.25,0.2,False,8,1,0.015452657757256159,0.018885734070863407,0.006182662865844615
2.25,0.2,False,16,1,0.010084606095565723,0.014145019545251023,0.006182662865844615
2.25,0.2,False,32,1,0.0082929833843502,0.010793634801603705,0.006182662865844615
2.25,0.2,False,64,1,0.007181658383925552,0.008657642682224142,0.006182662865844615
2.25,0.2,True,1,2,0.06865916499399839,0.04908731054416174,0.006182662865844615
2.25,0.2,True,2,2,0.024382086100450874,0.03497084768236534,0.006182662865844615
2.25,0.2,True,4,2,0.017263435895228378,0.025222325517095686,0.006182662865844615
2.25,0.2,True,8,2,0.012595565292859863,0.01830082823519121,0.006182662865844615
2.25,0.2,True,16,2,0.009918661594744015,0.01356968099637286,0.006182662865844615
2.25,0.2,True,32,2,0.008390983035503214,0.010457465303258126,0.006182662865844615
2.25,0.2,True,64,2,0.007348264052201347,0.008526383996589731,0.006182662865844615
2.25,0.2,False,1,2,0.06865916499399839,0.04908731054416174,0.006182662865844615
2.25,0.2,False,2,2,0.024382086100450874,0.03497084768236534,0.006182662865844615
2.25,0.2,False,4,2,0.017263435895228378,0.025222325517095686,0.006182662865844615
2.25,0.2,False,8,2,0.012595565292859863,0.01830082823519121,0.006182662865844615
2.25,0.2,False,16,2,0.009918661594744015,0.01356968099637286,0.006182662865844615
2.25,0.2,False,32,2,0.008390983035503214,0.010457465303258126,0.006182662865844615
2.25,0.2,False,64,2,0.007348264052201347,0.008526383996589731,0.006182662865844615
2.25,0.2,True,1,3,0.03827142057012616,0.050691828244926934,0.006182662865844615
2.25,0.2,True,2,3,0.0319925822293841,0.03683950876665579,0.006182662865844615
2.25,0.2,True,4,3,0.020429107108989028,0.027068428773914358,0.006182662865844615
2.25,0.2,True,8,3,0.029648321984122716,0.019792916606616542,0.006182662865844615
2.25,0.2,True,16,3,0.010745820530219823,0.014504070788732197,0.006182662865844615
2.25,0.2,True,32,3,0.008569812584637859,0.010891199257082724,0.006182662865844615
2.25,0.2,True,64,3,0.007426951356009466,0.008628356417581914,0.006182662865844615
2.25,0.2,False,1,3,0.038277259348818135,0.05069177825186016,0.006182662865844615
2.25,0.2,False,2,3,0.03199258774763781,0.03683942456371875,0.006182662865844615
2.25,0.2,False,4,3,0.02042907685959066,0.027068339692905306,0.006182662865844615
2.25,0.2,False,8,3,0.029647754986850367,0.01979286354105255,0.006182662865844615
2.25,0.2,False,16,3,0.010745768609370526,0.014504027882489638,0.006182662865844615
2.25,0.2,False,32,3,0.008569806852798574,0.01089117099623678,0.006182662865844615
2.25,0.2,False,64,3,0.007426951784999271,0.008628346500760766,0.006182662865844615
2.25,0.2,True,1,4,0.03244026327759138,0.04851635811107567,0.006182662865844615
2.25,0.2,True,2,4,0.02326229273093956,0.03465875913174209,0.006182662865844615
2.25,0.2,True,4,4,0.017384846251266874,0.024939438370187864,0.006182662865844615
2.25,0.2,True,8,4,0.012589970986438758,0.018139287819538993,0.006182662865844615
2.25,0.2,True,16,4,0.015873867404710893,0.013461359717114579,0.006182662865844615
2.25,0.2,True,32,4,0.007675888636463331,0.010257206051386905,0.006182662865844615
2.25,0.2,True,64,4,0.006832046602447356,0.00815237159788311,0.006182662865844615
2.25,0.2,False,1,4,0.03244026327759138,0.04851635811107567,0.006182662865844615
2.25,0.2,False,2,4,0.02326229273093956,0.03465875913174209,0.006182662865844615
2.25,0.2,False,4,4,0.017384846251266874,0.024939438370187864,0.006182662865844615
2.25,0.2,False,8,4,0.012589970986438758,0.018139287819538993,0.006182662865844615
2.25,0.2,False,16,4,0.015873867404710893,0.013461359717114579,0.006182662865844615
2.25,0.2,False,32,4,0.007675888636463331,0.010257206051386905,0.006182662865844615
2.25,0.2,False,64,4,0.006832046602447356,0.00815237159788311,0.006182662865844615
2.25,0.4,True,1,0,0.04931580808442326,0.03542907869887828,0.006182662865844615
2.25,0.4,True,2,0,0.021191862011753618,0.025453720379487538,0.006182662865844615
2.25,0.4,True,4,0,0.013781939290985512,0.01862982046655052,0.006182662865844615
2.25,0.4,True,8,0,0.01303001638351994,0.013989961493057822,0.006182662865844615
2.25,0.4,True,16,0,0.00914008286772094,0.010815018095309936,0.006182662865844615
2.25,0.4,True,32,0,0.007438075845894768,0.008822223719969652,0.006182662865844615
2.25,0.4,True,64,0,0.007186870463925998,0.00770337944217703,0.006182662865844615
2.25,0.4,False,1,0,0.048644044027001676,0.03500573909405381,0.006182662865844615
2.25,0.4,False,2,0,0.021337371950700998,0.025092631958517648,0.006182662865844615
2.25,0.4,False,4,0,0.013650473365793125,0.018383397681023907,0.006182662865844615
2.25,0.4,False,8,0,0.012881734914118882,0.013814861579891745,0.006182662865844615
2.25,0.4,False,16,0,0.009372345962482704,0.0106747475984519,0.006182662865844615
2.25,0.4,False,32,0,0.007395843803862169,0.008718400728546469,0.006182662865844615
2.25,0.4,False,64,0,0.007159372224848371,0.007644980591376127,0.006182662865844615
2.25,0.4,True,1,1,0.036131531544879705,0.03615798163648309,0.006182662865844615
2.25,0.4,True,2,1,0.024335574639713788,0.02579590866774063,0.006182662865844615
2.25,0.4,True,4,1,0.023004705790778776,0.018866535776017733,0.006182662865844615
2.25,0.4,True,8,1,0.013368726595252511,0.01416778124108052,0.006182662865844615
2.25,0.4,True,16,1,0.008470481438619977,0.01081741279544131,0.006182662865844615
2.25,0.4,True,32,1,0.007325333853492223,0.00868293372087976,0.006182662865844615
2.25,0.4,True,64,1,0.006792120931586496,0.007502024613811416,0.006182662865844615
2.25,0.4,False,1,1,0.03570495990017361,0.035738926974158806,0.006182662865844615
2.25,0.4,False,2,1,0.027425430523535188,0.02552782515527723,0.006182662865844615
2.25,0.4,False,4,1,0.022452992483774012,0.018708382020513847,0.006182662865844615
2.25,0.4,False,8,1,0.013330362796775647,0.014040427354917229,0.006182662865844615
2.25,0.4,False,16,1,0.008505974084958094,0.010718915064700373,0.006182662865844615
2.25,0.4,False,32,1,0.007322301739369904,0.008616393376616594,0.006182662865844615
2.25,0.4,False,64,1,0.006780867608954747,0.007464787996671794,0.006182662865844615
2.25,0.4,True,1,2,0.0785699638663371,0.035638105441699805,0.006182662865844615
2.25,0.4,True,2,2,0.023447789984259074,0.02550266036437423,0.006182662865844615
2.25,0.4,True,4,2,0.01318341814984555,0.018523524236611844,0.006182662865844615
2.25,0.4,True,8,2,0.009948554834388114,0.013696275072245532,0.006182662865844615
2.25,0.4,True,16,2,0.008391099580752013,0.010531448748518045,0.006182662865844615
2.25,0.4,True,32,2,0.007328709834944938,0.008571843799311384,0.006182662865844615
2.25,0.4,True,64,2,0.007167981089020487,0.007493910796673078,0.006182662865844615
2.25,0.4,False,1,2,0.07739747406715221,0.034925832756690776,0.006182662865844615
2.25,0.4,False,2,2,0.026817010831529185,0.025098628504877544,0.006182662865844615
2.25,0.4,False,4,2,0.013153684146979946,0.018275418803318257,0.006182662865844615
2.25,0.4,False,8,2,0.009860690406796204,0.013530517722273592,0.006182662865844615
2.25,0.4,False,16,2,0.008551406138704289,0.010421849732527569,0.006182662865844615
2.25,0.4,False,32,2,0.007308798941287442,0.008500013976949888,0.006182662865844615
2.25,0.4,False,64,2,0.007089486368619597,0.007452085837182943,0.006182662865844615
2.25,0.4,True,1,3,0.030936853599964738,0.03754434912880484,0.006182662865844615
2.25,0.4,True,2,3,0.024784779042679075,0.027423646435205104,0.006182662865844615
2.25,0.4,True,4,3,0.016347898290249126,0.02005364129195851,0.006182662865844615
2.25,0.4,True,8,3,0.03039430901766812,0.014613284781054567,0.006182662865844615
2.25,0.4,True,16,3,0.00844452339359032,0.01096904150843097,0.006182662865844615
2.25,0.4,True,32,3,0.007408741908085538,0.00868447672475526,0.006182662865844615
2.25,0.4,True,64,3,0.00787564596658812,0.007345685213998814,0.006182662865844615
2.25,0.4,False,1,3,0.031203628704983968,0.037176458828725785,0.006182662865844615
2.25,0.4,False,2,3,0.025965629770965035,0.02708815845361962,0.006182662865844615
2.25,0.4,False,4,3,0.016282688560833224,0.019761571993558755,0.006182662865844615
2.25,0.4,False,8,3,0.030070292830173154,0.014411716521755966,0.006182662865844615
2.25,0.4,False,16,3,0.008454404010044575,0.010832689100428974,0.006182662865844615
2.25,0.4,False,32,3,0.007431234038448804,0.008592088974027289,0.006182662865844615
2.25,0.4,False,64,3,0.007850021098291388,0.0072918677116854975,0.006182662865844615
2.25,0.4,True,1,4,0.025857992757543014,0.03593001629341354,0.006182662865844615
2.25,0.4,True,2,4,0.019926026590675255,0.025718836312137977,0.006182662865844615
2.25,0.4,True,4,4,0.013919673171119442,0.018596091129396138,0.006182662865844615
2.25,0.4,True,8,4,0.0106300518660495,0.013681890665691806,0.006182662865844615
2.25,0.4,True,16,4,0.01178791513298472,0.010360992171147323,0.006182662865844615
2.25,0.4,True,32,4,0.006681785435218557,0.008215677193700964,0.006182662865844615
2.25,0.4,True,64,4,0.006291942414887693,0.00694357793876314,0.006182662865844615
2.25,0.4,False,1,4,0.02536863341621272,0.035114351202357834,0.006182662865844615
2.25,0.4,False,2,4,0.01988728632379957,0.025194775191657238,0.006182662865844615
2.25,0.4,False,4,4,0.014626754420594114,0.018268688109075927,0.006182662865844615
2.25,0.4,False,8,4,0.010848585474784291,0.013472597718470205,0.006182662865844615
2.25,0.4,False,16,4,0.010553531540893658,0.010225268620649743,0.006182662865844615
2.25,0.4,False,32,4,0.006670726995479659,0.008129914868040412,0.006182662865844615
2.25,0.4,False,64,4,0.006276660712608957,0.006892554236509746,0.006182662865844615
2.25,0.8,True,1,0,0.04932513114232318,0.031054174037615633,0.006182662865844615
2.25,0.8,True,2,0,0.01854228077933163,0.021975801249758467,0.006182662865844615
2.25,0.8,True,4,0,0.012745520838164836,0.016092567921203144,0.006182662865844615
2.25,0.8,True,8,0,0.014615690807733225,0.012267284318762619,0.006182662865844615
2.25,0.8,True,16,0,0.008764148210994069,0.009757780813104619,0.006182662865844615
2.25,0.8,True,32,0,0.007254299241119838,0.008243307894664213,0.006182662865844615
2.25,0.8,True,64,0,0.007048766214385405,0.00743459997131172,0.006182662865844615
