mu,eta,clip,K,seed,last,average,floor
1.0,0.2,True,16,3,0.013442244428604823,0.016487175045640443,0.010615239454383585
1.0,0.2,True,32,3,0.012543834591605896,0.014046711633508171,0.010615239454383585
1.0,0.2,True,64,3,0.012549395124467674,0.012860468792199608,0.010615239454383585
1.0,0.2,False,1,3,0.037874882781121,0.050147035271306664,0.010615239454383585
1.0,0.2,False,2,3,0.025407768613224618,0.03551521104278329,0.010615239454383585
1.0,0.2,False,4,3,0.019786148323631292,0.026448240830220186,0.010615239454383585
1.0,0.2,False,8,3,0.01944216028459617,0.020470709883274926,0.010615239454383585
1.0,0.2,False,16,3,0.013439535386530605,0.01646325167490254,0.010615239454383585
1.0,0.2,False,32,3,0.012537241339144167,0.014029789847914774,0.010615239454383585
1.0,0.2,False,64,3,0.012707485459292902,0.012849946958867152,0.010615239454383585
1.0,0.2,True,1,4,0.049443693920460156,0.048077510402447766,0.010615239454383585
1.0,0.2,True,2,4,0.08867263358494692,0.03425902598911993,0.010615239454383585
1.0,0.2,True,4,4,0.017943163974601325,0.02534977790598396,0.010615239454383585
1.0,0.2,True,8,4,0.02000376121561137,0.019041683761706712,0.010615239454383585
1.0,0.2,True,16,4,0.015611840908158951,0.01491990020182136,0.010615239454383585
1.0,0.2,True,32,4,0.010821850247733994,0.012421051720072266,0.010615239454383585
1.0,0.2,True,64,4,0.01045238376239587,0.011144005899026553,0.010615239454383585
1.0,0.2,False,1,4,0.04951997901583627,0.04782208069722172,0.010615239454383585
1.0,0.2,False,2,4,0.08870008794534684,0.034130394474078694,0.010615239454383585
1.0,0.2,False,4,4,0.0179057598676381,0.02528062750614555,0.010615239454383585
1.0,0.2,False,8,4,0.019951640669132367,0.018998483031413254,0.010615239454383585
1.0,0.2,False,16,4,0.01559039863245369,0.014888689278133499,0.010615239454383585
1.0,0.2,False,32,4,0.010813280833750768,0.012400022402152698,0.010615239454383585
1.0,0.2,False,64,4,0.010451405249158854,0.011134500933315751,0.010615239454383585
1.0,0.4,True,1,0,0.029151057443132403,0.04001484033669665,0.010615239454383585
1.0,0.4,True,2,0,0.022446040208498958,0.029652251868750243,0.010615239454383585
1.0,0.4,True,4,0,0.018016367365824754,0.02215026280522487,0.010615239454383585
1.0,0.4,True,8,0,0.01328031574036554,0.016894475643977752,0.010615239454383585
1.0,0.4,True,16,0,0.011664255632969087,0.013654081609742914,0.010615239454383585
1.0,0.4,True,32,0,0.011423703671511201,0.012045922157779498,0.010615239454383585
1.0,0.4,True,64,0,0.011176460157548819,0.011423489997752216,0.010615239454383585
1.0,0.4,False,1,0,0.028749430964234574,0.037995165164367704,0.010615239454383585
1.0,0.4,False,2,0,0.02104153019331811,0.028095129741725452,0.010615239454383585
1.0,0.4,False,4,0,0.017547178916933706,0.02101356825148534,0.010615239454383585
1.0,0.4,False,8,0,0.012920423860880409,0.0160844480236497,0.010615239454383585
1.0,0.4,False,16,0,0.011619759247179088,0.013170602324318985,0.010615239454383585
1.0,0.4,False,32,0,0.01166904324955876,0.011827141509753334,0.010615239454383585
1.0,0.4,False,64,0,0.011171633868501613,0.011354971288277588,0.010615239454383585
1.0,0.4,True,1,1,0.02820187458838754,0.04136397095915135,0.010615239454383585
1.0,0.4,True,2,1,0.02116368891478894,0.029806807311060803,0.010615239454383585
1.0,0.4,True,4,1,0.017263784520811516,0.022465246648496383,0.010615239454383585
1.0,0.4,True,8,1,0.015121142565824372,0.017602903910433298,0.010615239454383585
1.0,0.4,True,16,1,0.012559668365822084,0.014435807220032109,0.010615239454383585
1.0,0.4,True,32,1,0.011749640311773304,0.012698183756163396,0.010615239454383585
1.0,0.4,True,64,1,0.011646166370781374,0.01195447117428903,0.010615239454383585
1.0,0.4,False,1,1,0.03219660084134468,0.03773113828536608,0.010615239454383585
1.0,0.4,False,2,1,0.02046192762106908,0.027364381546337302,0.010615239454383585
1.0,0.4,False,4,1,0.0161171916526346,0.02073923321715344,0.010615239454383585
1.0,0.4,False,8,1,0.016388838980760552,0.0164087482364211,0.010615239454383585
1.0,0.4,False,16,1,0.012526774684244957,0.013694637829940046,0.010615239454383585
1.0,0.4,False,32,1,0.011705815511976967,0.01233993456277189,0.010615239454383585
1.0,0.4,False,64,1,0.011632012263975474,0.011826159863526971,0.010615239454383585
1.0,0.4,True,1,2,0.029689244223039958,0.03847131652310592,0.010615239454383585
1.0,0.4,True,2,2,0.018631264720179785,0.02727840671724194,0.010615239454383585
1.0,0.4,True,4,2,0.014875550183803894,0.020076965518795044,0.010615239454383585
1.0,0.4,True,8,2,0.013011958363187604,0.0156121336216443,0.010615239454383585
1.0,0.4,True,16,2,0.01136995726750444,0.013033742362666316,0.010615239454383585
1.0,0.4,True,32,2,0.011081539273901089,0.011725743181741669,0.010615239454383585
1.0,0.4,True,64,2,0.011298898391024957,0.011173847327831268,0.010615239454383585
1.0,0.4,False,1,2,0.026832448872116298,0.03427402879903957,0.010615239454383585
1.0,0.4,False,2,2,0.018025653643704315,0.024585959737056608,0.010615239454383585
1.0,0.4,False,4,2,0.015606798211948091,0.01851016004465343,0.010615239454383585
1.0,0.4,False,8,2,0.01284675620753407,0.014730803493945354,0.010615239454383585
1.0,0.4,False,16,2,0.011240339718629004,0.012548358424400167,0.010615239454383585
1.0,0.4,False,32,2,0.011040665671766533,0.011487111662700417,0.010615239454383585
1.0,0.4,False,64,2,0.011567154969972496,0.011085245517227227,0.010615239454383585
1.0,0.4,True,1,3,0.028006011106146998,0.03882733508543607,0.010615239454383585
1.0,0.4,True,2,3,0.02072445803638669,0.027996221384090483,0.010615239454383585
1.0,0.4,True,4,3,0.016450916811205675,0.02145777311418666,0.010615239454383585
1.0,0.4,True,8,3,0.019282428587699203,0.017208291692881295,0.010615239454383585
1.0,0.4,True,16,3,0.012876968596974127,0.014604628831074202,0.010615239454383585
1.0,0.4,True,32,3,0.012388367433500589,0.013174710380373725,0.010615239454383585
1.0,0.4,True,64,3,0.01246180705873479,0.01254418956470807,0.010615239454383585
1.0,0.4,False,1,3,0.047340301307943256,0.0378636607238637,0.010615239454383585
1.0,0.4,False,2,3,0.02190731017991729,0.026945805601702018,0.010615239454383585
1.0,0.4,False,4,3,0.015822154625649027,0.02057689976136805,0.010615239454383585
1.0,0.4,False,8,3,0.016131304750998568,0.01642357790936252,0.010615239454383585
1.0,0.4,False,16,3,0.01285204309420762,0.014010821952544942,0.010615239454383585
1.0,0.4,False,32,3,0.012292334875836317,0.012836219975837573,0.010615239454383585
1.0,0.4,False,64,3,0.012655403138323664,0.012406621162116115,0.010615239454383585
1.0,0.4,True,1,4,0.03509617616708196,0.037584346570278315,0.010615239454383585
1.0,0.4,True,2,4,0.10386195826787445,0.026664030568717714,0.010615239454383585
1.0,0.4,True,4,4,0.015048808202244201,0.019888762601302436,0.010615239454383585
1.0,0.4,True,8,4,0.022325805094926387,0.015483015703467308,0.010615239454383585
1.0,0.4,True,16,4,0.020015877074857618,0.012828797621345051,0.010615239454383585
1.0,0.4,True,32,4,0.010527786436355326,0.011374518434544517,0.010615239454383585
1.0,0.4,True,64,4,0.01040708284392613,0.010720223133408476,0.010615239454383585
1.0,0.4,False,1,4,0.03236003532243862,0.03585465765627901,0.010615239454383585
1.0,0.4,False,2,4,0.2644765599082923,0.02536272933516327,0.010615239454383585
1.0,0.4,False,4,4,0.016568571028807096,0.018907824301931143,0.010615239454383585
1.0,0.4,False,8,4,0.02970896675711982,0.014773508247200156,0.010615239454383585
1.0,0.4,False,16,4,0.02247378418862731,0.012330204348959201,0.010615239454383585
1.0,0.4,False,32,4,0.01047497014339725,0.011092200974386394,0.010615239454383585
1.0,0.4,False,64,4,0.01040058450892272,0.010609565186675888,0.010615239454383585
1.0,0.8,True,1,0,0.024128786843092793,0.033833319717958873,0.010615239454383585
1.0,0.8,True,2,0,0.019328520120266077,0.02472653204420124,0.010615239454383585
1.0,0.8,True,4,0,0.01617965228422912,0.018550935493868638,0.010615239454383585
1.0,0.8,True,8,0,0.012743499555517124,0.014816176342011881,0.010615239454383585
1.0,0.8,True,16,0,0.011556842415989489,0.012755388665693194,0.010615239454383585
1.0,0.8,True,32,0,0.011371183318685262,0.011732494723168055,0.010615239454383585
1.0,0.8,True,64,0,0.011174037531704017,0.011328298242496773,0.010615239454383585
1.0,0.8,False,1,0,4.677466249076768e+79,7.562760304355352e+74,0.010615239454383585
1.0,0.8,False,2,0,3.046594860191911e+152,1.8460924766367466e+145,0.010615239454383585
1.0,0.8,False,4,0,8.551195170716671e+305,9.474098874035423e+299,0.010615239454383585
1.0,0.8,False,8,0,inf,inf,0.010615239454383585
1.0,0.8,False,16,0,,,0.010615239454383585
1.0,0.8,False,32,0,,,0.010615239454383585
1.0,0.8,False,64,0,,,0.010615239454383585
1.0,0.8,True,1,1,0.024905505681130133,0.034690171732600326,0.010615239454383585
1.0,0.8,True,2,1,0.019537635395127845,0.0257733229824522,0.010615239454383585
1.0,0.8,True,4,1,0.015738809579716267,0.020109835202592987,0.010615239454383585
1.0,0.8,True,8,1,0.01426785001132392,0.016196835329533667,0.010615239454383585
1.0,0.8,True,16,1,0.012374576541712205,0.013719155616689767,0.010615239454383585
1.0,0.8,True,32,1,0.011718761652265396,0.012427999285325047,0.010615239454383585
1.0,0.8,True,64,1,0.011638997135542919,0.011870319206993789,0.010615239454383585
1.0,0.8,False,1,1,5.061182464014054e+85,8.427399165975193e+79,0.010615239454383585
1.0,0.8,False,2,1,2.0456154345376252e+169,3.477406771934286e+163,0.010615239454383585
1.0,0.8,False,4,1,inf,inf,0.010615239454383585
1.0,0.8,False,8,1,,,0.010615239454383585
1.0,0.8,False,16,1,,,0.010615239454383585
1.0,0.8,False,32,1,,,0.010615239454383585
1.0,0.8,False,64,1,,,0.010615239454383585
1.0,0.8,True,1,2,0.027593979806672973,0.03260794440700094,0.010615239454383585
1.0,0.8,True,2,2,0.01606668729784268,0.02271771211254752,0.010615239454383585
1.0,0.8,True,4,2,0.013653280113362854,0.01721121687746647,0.010615239454383585
1.0,0.8,True,8,2,0.013167106699678547,0.014038509669265167,0.010615239454383585
1.0,0.8,True,16,2,0.011230834877566397,0.012309122803561485,0.010615239454383585
1.0,0.8,True,32,2,0.010994743026448817,0.011457845095908166,0.010615239454383585
1.0,0.8,True,64,2,0.011295646589338945,0.011090918167722915,0.010615239454383585
1.0,0.8,False,1,2,2.1257494118153646e+78,8.310032289163773e+73,0.010615239454383585
1.0,0.8,False,2,2,2.6542141097309326e+166,1.5397823694177088e+159,0.010615239454383585
1.0,0.8,False,4,2,inf,inf,0.010615239454383585
1.0,0.8,False,8,2,,,0.010615239454383585
1.0,0.8,False,16,2,,,0.010615239454383585
1.0,0.8,False,32,2,,,0.010615239454383585
1.0,0.8,False,64,2,,,0.010615239454383585
1.0,0.8,True,1,3,0.022377823328929302,0.03143691788270516,0.010615239454383585
1.0,0.8,True,2,3,0.01835259646572168,0.023293970884162993,0.010615239454383585
1.0,0.8,True,4,3,0.015161455425857166,0.01864011712279192,0.010615239454383585
1.0,0.8,True,8,3,0.019667895779840055,0.01577553867031611,0.010615239454383585
1.0,0.8,True,16,3,0.012819108778859604,0.014011431715988558,0.010615239454383585
1.0,0.8,True,32,3,0.01237795643231633,0.012979992263567336,0.010615239454383585
1.0,0.8,True,64,3,0.012457224582240146,0.012488842985558057,0.010615239454383585
1.0,0.8,False,1,3,2.3592186477594274e+76,3.471220231551748e+72,0.010615239454383585
1.0,0.8,False,2,3,2.4095929022632785e+138,3.167049986976325e+132,0.010615239454383585
1.0,0.8,False,4,3,2.402667008428273e+301,1.6260973526861167e+296,0.010615239454383585
1.0,0.8,False,8,3,,,0.010615239454383585
1.0,0.8,False,16,3,,,0.010615239454383585
1.0,0.8,False,32,3,,,0.010615239454383585
1.0,0.8,False,64,3,,,0.010615239454383585
1.0,0.8,True,1,4,0.02246663125746218,0.031168125063353053,0.010615239454383585
1.0,0.8,True,2,4,0.1002789591557538,0.022385779889099497,0.010615239454383585
1.0,0.8,True,4,4,0.013762241625159216,0.01712810217534582,0.010615239454383585
1.0,0.8,True,8,4,0.022099987339751093,0.013969271673416113,0.010615239454383585
1.0,0.8,True,16,4,0.019847685001346458,0.012124110762830887,0.010615239454383585
1.0,0.8,True,32,4,0.010467816469085215,0.011094133165071712,0.010615239454383585
1.0,0.8,True,64,4,0.01040330346651192,0.010623958268180588,0.010615239454383585
1.0,0.8,False,1,4,7.060399087725618e+89,2.152638101006525e+85,0.010615239454383585
1.0,0.8,False,2,4,2.9409001048263626e+167,4.879895982117707e+162,0.010615239454383585
1.0,0.8,False,4,4,inf,inf,0.010615239454383585
1.0,0.8,False,8,4,,,0.010615239454383585
1.0,0.8,False,16,4,,,0.010615239454383585
1.0,0.8,False,32,4,,,0.010615239454383585
1.0,0.8,False,64,4,,,0.010615239454383585
1.0,1.2,True,1,0,0.02127552796189101,0.03051382887881046,0.010615239454383585
1.0,1.2,True,2,0,0.017905448208586944,0.02216942968794,0.010615239454383585
1.0,1.2,True,4,0,0.015827735146379734,0.017152838529475595,0.010615239454383585
1.0,1.2,True,8,0,0.012666025159377698,0.014236267550793298,0.010615239454383585
1.0,1.2,True,16,0,0.011536559163025966,0.012555360737894518,0.010615239454383585
1.0,1.2,True,32,0,0.011354921034557245,0.01166991933184219,0.010615239454383585
1.0,1.2,True,64,0,0.011173911974229976,0.011310664056893663,0.010615239454383585
1.0,1.2,False,1,0,inf,inf,0.010615239454383585
1.0,1.2,False,2,0,,,0.010615239454383585
1.0,1.2,False,4,0,,,0.010615239454383585
1.0,1.2,False,8,0,,,0.010615239454383585
1.0,1.2,False,16,0,,,0.010615239454383585
1.0,1.2,False,32,0,,,0.010615239454383585
1.0,1.2,False,64,0,,,0.010615239454383585
1.0,1.2,True,1,1,0.023590713208865705,0.03141538002098973,0.010615239454383585
1.0,1.2,True,2,1,0.01903101689400303,0.024054397196183505,0.010615239454383585
1.0,1.2,True,4,1,0.015351929714586173,0.01920601906999174,0.010615239454383585
1.0,1.2,True,8,1,0.014184010488678596,0.01575579749141842,0.010615239454383585
1.0,1.2,True,16,1,0.012344132826665926,0.01355096630912915,0.010615239454383585
1.0,1.2,True,32,1,0.011713791533402617,0.012375593226341774,0.010615239454383585
1.0,1.2,True,64,1,0.011637496995942536,0.0118548986032072,0.010615239454383585
1.0,1.2,False,1,1,inf,inf,0.010615239454383585
1.0,1.2,False,2,1,,,0.010615239454383585
1.0,1.2,False,4,1,,,0.010615239454383585
1.0,1.2,False,8,1,,,0.010615239454383585
1.0,1.2,False,16,1,,,0.010615239454383585
1.0,1.2,False,32,1,,,0.010615239454383585
1.0,1.2,False,64,1,,,0.010615239454383585
1.0,1.2,True,1,2,0.025631389553468456,0.02932721245727901,0.010615239454383585
1.0,1.2,True,2,2,0.015116411325304337,0.020501669226973496,0.010615239454383585
1.0,1.2,True,4,2,0.01325864114268313,0.0160180135026236,0.010615239454383585
1.0,1.2,True,8,2,0.01308672288909566,0.013509669484126414,0.010615239454383585
1.0,1.2,True,16,2,0.011210671819267328,0.012119651127676757,0.010615239454383585
1.0,1.2,True,32,2,0.010989151604633998,0.01139902417790212,0.010615239454383585
1.0,1.2,True,64,2,0.011293657209430378,0.01107336942212513,0.010615239454383585
1.0,1.2,False,1,2,inf,inf,0.010615239454383585
1.0,1.2,False,2,2,,,0.010615239454383585
1.0,1.2,False,4,2,,,0.010615239454383585
1.0,1.2,False,8,2,,,0.010615239454383585
1.0,1.2,False,16,2,,,0.010615239454383585
1.0,1.2,False,32,2,,,0.010615239454383585
1.0,1.2,False,64,2,,,0.010615239454383585
1.0,1.2,True,1,3,0.019877054473221415,0.028094718218342883,0.010615239454383585
1.0,1.2,True,2,3,0.017545321049332416,0.021065498901299138,0.010615239454383585
1.0,1.2,True,4,3,0.014913270834522895,0.017509652506750805,0.010615239454383585
1.0,1.2,True,8,3,0.01983387000008993,0.015325658158292826,0.010615239454383585
1.0,1.2,True,16,3,0.012812536698011055,0.013866732038651545,0.010615239454383585
1.0,1.2,True,32,3,0.012379075445501443,0.012941210029481856,0.010615239454383585
1.0,1.2,True,64,3,0.012440937187524091,0.01247884075949094,0.010615239454383585
1.0,1.2,False,1,3,inf,inf,0.010615239454383585
1.0,1.2,False,2,3,,,0.010615239454383585
1.0,1.2,False,4,3,,,0.010615239454383585
1.0,1.2,False,8,3,,,0.010615239454383585
1.0,1.2,False,16,3,,,0.010615239454383585
1.0,1.2,False,32,3,,,0.010615239454383585
1.0,1.2,False,64,3,,,0.010615239454383585
1.0,1.2,True,1,4,0.018597176126341066,0.028097453608625766,0.010615239454383585
1.0,1.2,True,2,4,0.10033692287876173,0.020376502440347305,0.010615239454383585
1.0,1.2,True,4,4,0.013425308659395466,0.016001717909142565,0.010615239454383585
1.0,1.2,True,8,4,0.022220633088712898,0.013469330266377522,0.010615239454383585
1.0,1.2,True,16,4,0.019866469772664572,0.01193336453169359,0.010615239454383585
1.0,1.2,True,32,4,0.010461461677072256,0.011027312970925955,0.010615239454383585
1.0,1.2,True,64,4,0.010402768176967154,0.010602968162813742,0.010615239454383585
1.0,1.2,False,1,4,inf,inf,0.010615239454383585
1.0,1.2,False,2,4,,,0.010615239454383585
1.0,1.2,False,4,4,,,0.010615239454383585
1.0,1.2,False,8,4,,,0.010615239454383585
1.0,1.2,False,16,4,,,0.010615239454383585
1.0,1.2,False,32,4,,,0.010615239454383585
1.0,1.2,False,64,4,,,0.010615239454383585
1.75,0.2,True,1,0,0.036019791566912554,0.051317183097653485,0.00731009130784534
1.75,0.2,True,2,0,0.0255674173619317,0.036886681548105905,0.00731009130784534
1.75,0.2,True,4,0,0.01862213478264256,0.027101763254015615,0.00731009130784534
1.75,0.2,True,8,0,0.014066022240778468,0.020038230990190524,0.00731009130784534
1.75,0.2,True,16,0,0.01110669422039912,0.014946361612226957,0.00731009130784534
1.75,0.2,True,32,0,0.00929797027795605,0.011568036154697437,0.00731009130784534
1.75,0.2,True,64,0,0.008833649659672687,0.009588028323658527,0.00731009130784534
1.75,0.2,False,1,0,0.03602235678582927,0.05132029287604137,0.00731009130784534
1.75,0.2,False,2,0,0.025567836619948225,0.0368883299940311,0.00731009130784534
1.75,0.2,False,4,0,0.018621655514833718,0.02710212435289831,0.00731009130784534
1.75,0.2,False,8,0,0.014065877448319173,0.020038383568946525,0.00731009130784534
1.75,0.2,False,16,0,0.011104503219694932,0.01494640561437694,0.00731009130784534
1.75,0.2,False,32,0,0.009298118463365673,0.01156805983564659,0.00731009130784534
1.75,0.2,False,64,0,0.00883361780307266,0.009588032501310292,0.00731009130784534
1.75,0.2,True,1,1,0.03830371154484636,0.05191550627048788,0.00731009130784534
1.75,0.2,True,2,1,0.028628815744928333,0.03790464593178946,0.00731009130784534
1.75,0.2,True,4,1,0.018249847069259428,0.027209377731276557,0.00731009130784534
1.75,0.2,True,8,1,0.014238530338965594,0.019755379496835708,0.00731009130784534
1.75,0.2,True,16,1,0.015315205350848593,0.014760456255342948,0.00731009130784534
1.75,0.2,True,32,1,0.009460463764166751,0.011548020226779034,0.00731009130784534
1.75,0.2,True,64,1,0.008606002282687724,0.009725224744794776,0.00731009130784534
1.75,0.2,False,1,1,0.0382957654387853,0.0519127867085199,0.00731009130784534
1.75,0.2,False,2,1,0.02862992971207371,0.0379031942804139,0.00731009130784534
1.75,0.2,False,4,1,0.018249805207724477,0.02720866322042851,0.00731009130784534
1.75,0.2,False,8,1,0.01423881634407613,0.019755044161461816,0.00731009130784534
1.75,0.2,False,16,1,0.01531448936418488,0.01476033228225382,0.00731009130784534
1.75,0.2,False,32,1,0.009460492287510123,0.01154800797734832,0.00731009130784534
1.75,0.2,False,64,1,0.008606057185115751,0.009725223158537475,0.00731009130784534
1.75,0.2,True,1,2,0.055435322037008725,0.04749288193599745,0.00731009130784534
1.75,0.2,True,2,2,0.032369314151083226,0.03417289407775554,0.00731009130784534
1.75,0.2,True,4,2,0.01820700144912601,0.025064166296807494,0.00731009130784534
1.75,0.2,True,8,2,0.015054052998177388,0.018828531435531,0.00731009130784534
1.75,0.2,True,16,2,0.012185875770338736,0.014447826333563136,0.00731009130784534
1.75,0.2,True,32,2,0.009100977729024759,0.011454166151789636,0.00731009130784534
1.75,0.2,True,64,2,0.008203116341801918,0.009529461129412236,0.00731009130784534
1.75,0.2,False,1,2,0.055448875361035106,0.04752121093759734,0.00731009130784534
1.75,0.2,False,2,2,0.03235200592654095,0.03418295914609024,0.00731009130784534
1.75,0.2,False,4,2,0.01820886951363037,0.025066145906785832,0.00731009130784534
1.75,0.2,False,8,2,0.015056249850038343,0.018829778231301993,0.00731009130784534
1.75,0.2,False,16,2,0.012182781516322818,0.014448509135238567,0.00731009130784534
1.75,0.2,False,32,2,0.009099112177186394,0.011453710287091834,0.00731009130784534
1.75,0.2,False,64,2,0.00820220656389217,0.009528474195580327,0.00731009130784534
1.75,0.2,True,1,3,0.03709279242879123,0.05040702533557432,0.00731009130784534
1.75,0.2,True,2,3,0.037426251982131224,0.03564695584483954,0.00731009130784534
1.75,0.2,True,4,3,0.018351086579894028,0.02623115756405442,0.00731009130784534
1.75,0.2,True,8,3,0.015293445142276789,0.01942194170097018,0.00731009130784534
1.75,0.2,True,16,3,0.010796973621919519,0.014632194272038802,0.00731009130784534
1.75,0.2,True,32,3,0.00943443786362608,0.011365595036109436,0.00731009130784534
1.75,0.2,True,64,3,0.00801771410165675,0.009328326263652952,0.00731009130784534
1.75,0.2,False,1,3,0.03709279242879123,0.05040702533557432,0.00731009130784534
1.75,0.2,False,2,3,0.037426251982131224,0.03564695584483954,0.00731009130784534
1.75,0.2,False,4,3,0.018351086579894028,0.02623115756405442,0.00731009130784534
1.75,0.2,False,8,3,0.015293445142276789,0.01942194170097018,0.00731009130784534
1.75,0.2,False,16,3,0.010796973621919519,0.014632194272038802,0.00731009130784534
1.75,0.2,False,32,3,0.00943443786362608,0.011365595036109436,0.00731009130784534
1.75,0.2,False,64,3,0.00801771410165675,0.009328326263652952,0.00731009130784534
1.75,0.2,True,1,4,0.03275960025234554,0.04763859539733064,0.00731009130784534
1.75,0.2,True,2,4,0.03441978851142664,0.03407220789402189,0.00731009130784534
1.75,0.2,True,4,4,0.017567024298424695,0.024769695931932904,0.00731009130784534
1.75,0.2,True,8,4,0.0131279575857316,0.018276647606236103,0.00731009130784534
1.75,0.2,True,16,4,0.010725459295953907,0.013885088762676922,0.00731009130784534
1.75,0.2,True,32,4,0.00889294103917348,0.01100579823736283,0.00731009130784534
1.75,0.2,True,64,4,0.007990347310312031,0.009202199409865847,0.00731009130784534
1.75,0.2,False,1,4,0.0327436338884799,0.0475798014837937,0.00731009130784534
1.75,0.2,False,2,4,0.03441839911141417,0.03404562056255531,0.00731009130784534
1.75,0.2,False,4,4,0.017576888522464203,0.02476023526769816,0.00731009130784534
1.75,0.2,False,8,4,0.013126809356925541,0.018274105535247505,0.00731009130784534
1.75,0.2,False,16,4,0.01072685731210584,0.013884320144725093,0.00731009130784534
1.75,0.2,False,32,4,0.008893194202973518,0.011005471603971898,0.00731009130784534
1.75,0.2,False,64,4,0.007990440249516735,0.0092020971881751,0.00731009130784534
1.75,0.4,True,1,0,0.029118704674028363,0.0386402078751789,0.00731009130784534
1.75,0.4,True,2,0,0.019262201403632422,0.027768012767954885,0.00731009130784534
1.75,0.4,True,4,0,0.01416174658130109,0.020468090650230416,0.00731009130784534
1.75,0.4,True,8,0,0.011848216902712354,0.015299174773721428,0.00731009130784534
1.75,0.4,True,16,0,0.009253864226597911,0.011807518004473985,0.00731009130784534
1.75,0.4,True,32,0,0.008410471956711995,0.009734357696615882,0.00731009130784534
1.75,0.4,True,64,0,0.008225110766078025,0.008666053287276085,0.00731009130784534
1.75,0.4,False,1,0,0.0278439891859842,0.0375767387340757,0.00731009130784534
1.75,0.4,False,2,0,0.018841372319702385,0.02690702248879537,0.00731009130784534
1.75,0.4,False,4,0,0.013733968063719857,0.019818931739396157,0.00731009130784534
