a,s,b,mu,n,K,seed,last,average,floor
2.4,1.5,2.0,1.0,8192,1,3,0.030916505450403857,0.04308832733499242,0.004213607946682828
2.4,1.5,2.0,1.0,8192,2,3,0.02442568335581103,0.03263476933923423,0.004213607946682828
2.4,1.5,2.0,1.0,8192,4,3,0.01975292790338707,0.024519100363126857,0.004213607946682828
2.4,1.5,2.0,1.0,8192,8,3,0.015720925642892025,0.01866593700554012,0.004213607946682828
2.4,1.5,2.0,1.0,8192,16,3,0.010554304104473973,0.014353067184786948,0.004213607946682828
2.4,1.5,2.0,1.0,8192,32,3,0.01058394627551335,0.011090966037299161,0.004213607946682828
2.4,1.5,2.0,1.0,8192,64,3,0.006578702738252197,0.00861349634069877,0.004213607946682828
2.4,1.5,2.0,1.0,8192,128,3,0.009813383121226345,0.006827993311423892,0.004213607946682828
2.4,1.5,2.0,1.0,8192,256,3,0.004729595301260633,0.005598981854663726,0.004213607946682828
2.4,1.5,2.0,1.0,8192,512,3,0.004370829796061803,0.004845802823231412,0.004213607946682828
2.4,1.5,2.0,1.0,8192,1,4,0.03569733693634947,0.0447974582525361,0.004213607946682828
2.4,1.5,2.0,1.0,8192,2,4,0.023508145181487226,0.03343932446078443,0.004213607946682828
2.4,1.5,2.0,1.0,8192,4,4,0.01780826029142932,0.024917927781945196,0.004213607946682828
2.4,1.5,2.0,1.0,8192,8,4,0.01395541687130975,0.018957917051023076,0.004213607946682828
2.4,1.5,2.0,1.0,8192,16,4,0.010962791364899511,0.014642989639674751,0.004213607946682828
2.4,1.5,2.0,1.0,8192,32,4,0.008609793892365375,0.01144653653572193,0.004213607946682828
2.4,1.5,2.0,1.0,8192,64,4,0.007201175422475668,0.009018380149869854,0.004213607946682828
2.4,1.5,2.0,1.0,8192,128,4,0.0057488584492093086,0.007235322302970971,0.004213607946682828
2.4,1.5,2.0,1.0,8192,256,4,0.005041771374667998,0.0059981503034231155,0.004213607946682828
2.4,1.5,2.0,1.0,8192,512,4,0.004730288553961692,0.005236466940444755,0.004213607946682828
2.5,2.0,2.5,1.0,512,1,0,0.03336027280582638,0.057605286964021445,0.008257650585233926
2.5,2.0,2.5,1.0,512,2,0,0.022798965694251425,0.037652151155333595,0.008257650585233926
2.5,2.0,2.5,1.0,512,4,0,0.01500276033710996,0.023442025751486927,0.008257650585233926
2.5,2.0,2.5,1.0,512,8,0,0.010601195501834295,0.015383047398456187,0.008257650585233926
2.5,2.0,2.5,1.0,512,16,0,0.011881458881960376,0.011548156628753565,0.008257650585233926
2.5,2.0,2.5,1.0,512,32,0,0.009039607267641879,0.009607074481043816,0.008257650585233926
2.5,2.0,2.5,1.0,512,64,0,0.00845247725156251,0.008791952117881228,0.008257650585233926
2.5,2.0,2.5,1.0,512,128,0,0.008449834220932359,0.008538034922063025,0.008257650585233926
2.5,2.0,2.5,1.0,512,256,0,0.008449140710977835,0.008471254281294053,0.008257650585233926
2.5,2.0,2.5,1.0,512,512,0,0.008449128978072155,0.008454639419280752,0.008257650585233926
2.5,2.0,2.5,1.0,512,1,1,0.02332873927178984,0.03826599626313449,0.008257650585233926
2.5,2.0,2.5,1.0,512,2,1,0.01798323272416818,0.025596052193354698,0.008257650585233926
2.5,2.0,2.5,1.0,512,4,1,0.013312524560520208,0.018643314729574742,0.008257650585233926
2.5,2.0,2.5,1.0,512,8,1,0.0112709520976068,0.014395860004678414,0.008257650585233926
2.5,2.0,2.5,1.0,512,16,1,0.009813353258022904,0.011843513265932477,0.008257650585233926
2.5,2.0,2.5,1.0,512,32,1,0.009419027443584256,0.01032640262656201,0.008257650585233926
2.5,2.0,2.5,1.0,512,64,1,0.009261625571937413,0.009629224079866909,0.008257650585233926
2.5,2.0,2.5,1.0,512,128,1,0.009252962226365019,0.009372319485111016,0.008257650585233926
2.5,2.0,2.5,1.0,512,256,1,0.009253315232112886,0.009293659219440243,0.008257650585233926
2.5,2.0,2.5,1.0,512,512,1,0.009253320282172808,0.009268654091274559,0.008257650585233926
2.5,2.0,2.5,1.0,512,1,2,0.05941263704378839,0.05383872057373893,0.008257650585233926
2.5,2.0,2.5,1.0,512,2,2,0.021399789003666923,0.03454701132346822,0.008257650585233926
2.5,2.0,2.5,1.0,512,4,2,0.015925078943443312,0.023492398256156847,0.008257650585233926
2.5,2.0,2.5,1.0,512,8,2,0.009547070517506775,0.016236229786052662,0.008257650585233926
2.5,2.0,2.5,1.0,512,16,2,0.007116417578770244,0.010879046624159285,0.008257650585233926
2.5,2.0,2.5,1.0,512,32,2,0.006029737895307989,0.007759055388386788,0.008257650585233926
2.5,2.0,2.5,1.0,512,64,2,0.005794916923681579,0.0063656597118152206,0.008257650585233926
2.5,2.0,2.5,1.0,512,128,2,0.005792588146944613,0.00593872168167457,0.008257650585233926
2.5,2.0,2.5,1.0,512,256,2,0.005792500500336847,0.005829088897145902,0.008257650585233926
2.5,2.0,2.5,1.0,512,512,2,0.0057925004983342574,0.005801647659622834,0.008257650585233926
2.5,2.0,2.5,1.0,512,1,3,0.03251994351085123,0.04907873594957936,0.008257650585233926
2.5,2.0,2.5,1.0,512,2,3,0.025059075704790185,0.0340461525410062,0.008257650585233926
2.5,2.0,2.5,1.0,512,4,3,0.022421916819875078,0.02681603600426995,0.008257650585233926
2.5,2.0,2.5,1.0,512,8,3,0.017913102315642908,0.022338116598276347,0.008257650585233926
2.5,2.0,2.5,1.0,512,16,3,0.014766619297531603,0.01849008895113265,0.008257650585233926
2.5,2.0,2.5,1.0,512,32,3,0.013194651049627797,0.015242235514943827,0.008257650585233926
2.5,2.0,2.5,1.0,512,64,3,0.013040960553293852,0.013681843953516135,0.008257650585233926
2.5,2.0,2.5,1.0,512,128,3,0.013037541154591166,0.013201668675766248,0.008257650585233926
2.5,2.0,2.5,1.0,512,256,3,0.013037010705902154,0.013078248273846967,0.008257650585233926
2.5,2.0,2.5,1.0,512,512,3,0.013037010556684518,0.013047321178957053,0.008257650585233926
2.5,2.0,2.5,1.0,512,1,4,0.030136542658448288,0.048101867699336366,0.008257650585233926
2.5,2.0,2.5,1.0,512,2,4,0.017927916788576127,0.030679325295913277,0.008257650585233926
2.5,2.0,2.5,1.0,512,4,4,0.01124606962922535,0.019801034125263583,0.008257650585233926
2.5,2.0,2.5,1.0,512,8,4,0.008840383326016972,0.012938904693682028,0.008257650585233926
2.5,2.0,2.5,1.0,512,16,4,0.008055663267331724,0.009669204442025608,0.008257650585233926
2.5,2.0,2.5,1.0,512,32,4,0.007630327750484198,0.008339918495815892,0.008257650585233926
2.5,2.0,2.5,1.0,512,64,4,0.00755454162177273,0.007785258676031156,0.008257650585233926
2.5,2.0,2.5,1.0,512,128,4,0.0075529123440628955,0.007612211461851846,0.008257650585233926
2.5,2.0,2.5,1.0,512,256,4,0.007552903266698852,0.007567742635560013,0.008257650585233926
2.5,2.0,2.5,1.0,512,512,4,0.007552902868921242,0.007556612835487065,0.008257650585233926
2.5,2.0,2.5,1.0,2048,1,0,0.011104916327979839,0.021727088843204085,0.002922325402715968
2.5,2.0,2.5,1.0,2048,2,0,0.00656318204956928,0.012941603290322635,0.002922325402715968
2.5,2.0,2.5,1.0,2048,4,0,0.004901283207505141,0.007992730268734715,0.002922325402715968
2.5,2.0,2.5,1.0,2048,8,0,0.007329731639301523,0.00548847547457314,0.002922325402715968
2.5,2.0,2.5,1.0,2048,16,0,0.0032067919828956274,0.004112504056404836,0.002922325402715968
2.5,2.0,2.5,1.0,2048,32,0,0.0029778262787863324,0.003402409179167758,0.002922325402715968
2.5,2.0,2.5,1.0,2048,64,0,0.0029340664585397807,0.0030795616352160544,0.002922325402715968
2.5,2.0,2.5,1.0,2048,128,0,0.0029197599301431917,0.0029632849496526573,0.002922325402715968
2.5,2.0,2.5,1.0,2048,256,0,0.0029188379384355594,0.002930251039342914,0.002922325402715968
2.5,2.0,2.5,1.0,2048,512,0,0.0029188351458368372,0.002921702557461638,0.002922325402715968
2.5,2.0,2.5,1.0,2048,1,1,0.020345019439254354,0.02048308169101701,0.002922325402715968
2.5,2.0,2.5,1.0,2048,2,1,0.007214937671240926,0.013099123959559448,0.002922325402715968
2.5,2.0,2.5,1.0,2048,4,1,0.005694173055461394,0.008512971489150374,0.002922325402715968
2.5,2.0,2.5,1.0,2048,8,1,0.004685766516510669,0.0060030074801669655,0.002922325402715968
2.5,2.0,2.5,1.0,2048,16,1,0.0037040032987330196,0.0045640662568419595,0.002922325402715968
2.5,2.0,2.5,1.0,2048,32,1,0.0030346568070697484,0.0036713496583457065,0.002922325402715968
2.5,2.0,2.5,1.0,2048,64,1,0.002920047417041688,0.003181068249627915,0.002922325402715968
2.5,2.0,2.5,1.0,2048,128,1,0.002897320102681098,0.0029823124700201612,0.002922325402715968
2.5,2.0,2.5,1.0,2048,256,1,0.002895517332008344,0.002918631783643363,0.002922325402715968
2.5,2.0,2.5,1.0,2048,512,1,0.002895504857152917,0.0029013180288224444,0.002922325402715968
2.5,2.0,2.5,1.0,2048,1,2,0.018796117360869634,0.0207956019174008,0.002922325402715968
2.5,2.0,2.5,1.0,2048,2,2,0.008217860179477914,0.013942195818479532,0.002922325402715968
2.5,2.0,2.5,1.0,2048,4,2,0.005558673858070405,0.009334785223671687,0.002922325402715968
2.5,2.0,2.5,1.0,2048,8,2,0.004241864681587248,0.006333617546979564,0.002922325402715968
2.5,2.0,2.5,1.0,2048,16,2,0.0035540314583485987,0.004645473231996985,0.002922325402715968
2.5,2.0,2.5,1.0,2048,32,2,0.0033196959962746024,0.0038002324496476904,0.002922325402715968
2.5,2.0,2.5,1.0,2048,64,2,0.003263720805011122,0.0034325836504608197,0.002922325402715968
2.5,2.0,2.5,1.0,2048,128,2,0.003260691844997903,0.003306570276811258,0.002922325402715968
2.5,2.0,2.5,1.0,2048,256,2,0.003260648849623925,0.003272210053589166,0.002922325402715968
2.5,2.0,2.5,1.0,2048,512,2,0.003260648680160971,0.003263541756017501,0.002922325402715968
2.5,2.0,2.5,1.0,2048,1,3,0.013020263155799527,0.019373279389201716,0.002922325402715968
2.5,2.0,2.5,1.0,2048,2,3,0.00924748375025808,0.013958317790669581,0.002922325402715968
2.5,2.0,2.5,1.0,2048,4,3,0.005718752169546781,0.009774314181575053,0.002922325402715968
2.5,2.0,2.5,1.0,2048,8,3,0.0037584825165914103,0.006515270385216643,0.002922325402715968
2.5,2.0,2.5,1.0,2048,16,3,0.0028803942215386543,0.0043999844293641345,0.002922325402715968
2.5,2.0,2.5,1.0,2048,32,3,0.0025756811835142253,0.00324824064121925,0.002922325402715968
2.5,2.0,2.5,1.0,2048,64,3,0.0024903992733116454,0.002738236013290868,0.002922325402715968
2.5,2.0,2.5,1.0,2048,128,3,0.0024737649506732778,0.002550869529515359,0.002922325402715968
2.5,2.0,2.5,1.0,2048,256,3,0.002473238871421639,0.0024939827937317575,0.002922325402715968
2.5,2.0,2.5,1.0,2048,512,3,0.002473164077937004,0.002478456327693348,0.002922325402715968
2.5,2.0,2.5,1.0,2048,1,4,0.012524383956995443,0.01953055848865026,0.002922325402715968
2.5,2.0,2.5,1.0,2048,2,4,0.008353893090029929,0.012639900761086174,0.002922325402715968
2.5,2.0,2.5,1.0,2048,4,4,0.005697632308039882,0.00857135140952393,0.002922325402715968
2.5,2.0,2.5,1.0,2048,8,4,0.004191649481287794,0.0061341400333761505,0.002922325402715968
2.5,2.0,2.5,1.0,2048,16,4,0.003506135519424858,0.004608251337154069,0.002922325402715968
2.5,2.0,2.5,1.0,2048,32,4,0.0031858709078754787,0.0037347686293645976,0.002922325402715968
2.5,2.0,2.5,1.0,2048,64,4,0.0031384606171195274,0.0033216074725931533,0.002922325402715968
2.5,2.0,2.5,1.0,2048,128,4,0.0031358598816593913,0.003184520391837372,0.002922325402715968
2.5,2.0,2.5,1.0,2048,256,4,0.0031358097845465985,0.003148063676936467,0.002922325402715968
2.5,2.0,2.5,1.0,2048,512,4,0.003135809184080915,0.003138874285841664,0.002922325402715968
2.5,2.0,2.5,1.0,8192,1,0,0.005174291284387243,0.008387480876583052,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,2,0,0.003571477798442821,0.005695373120395457,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,4,0,0.0025117222232644947,0.003886319367948719,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,8,0,0.0018128705701561212,0.0027092321558843525,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,16,0,0.0014341978387283321,0.0019858564005672376,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,32,0,0.001169640441655476,0.0015178331207353097,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,64,0,0.0010908048401063921,0.0012427271941456309,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,128,0,0.0010829249429366757,0.0011292549372382548,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,256,0,0.001083706870403488,0.0010949377194607946,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,512,0,0.0010826971767967446,0.001085915868902792,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,1,1,0.0049870285824812136,0.008486078966640095,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,2,1,0.0032557327720121472,0.005636616608171598,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,4,1,0.0023354428767505798,0.003740884373695039,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,8,1,0.001773649382327992,0.0025812502016587012,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,16,1,0.0013488044948831864,0.0018965123671701905,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,32,1,0.0011665136233593326,0.0014444962430931448,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,64,1,0.0010487113345540157,0.001188705359389877,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,128,1,0.001041671137385844,0.001083591897714539,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,256,1,0.0010415070146406653,0.0010522424345419251,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,512,1,0.001041505491997119,0.001044192977722437,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,1,2,0.00547017099829042,0.008309573452435878,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,2,2,0.0039268834380729225,0.005850123527161237,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,4,2,0.0025738845287010845,0.004066236033629813,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,8,2,0.001750977892290215,0.0028162755127393337,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,16,2,0.0012559974210055835,0.0019296730844931295,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,32,2,0.0010148317183077723,0.001387645657405197,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,64,2,0.0009427330148643881,0.0010962603675318074,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,128,2,0.0009360924839522198,0.000981484510585284,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,256,2,0.000935261821545548,0.0009471139019477079,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,512,2,0.0009352560627419724,0.0009382262993898258,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,1,3,0.005337267692894401,0.007900174297227412,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,2,3,0.003366459292711965,0.00545091606140993,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,4,3,0.0023213503452197207,0.003775984466987474,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,8,3,0.0016408588410987144,0.002563380556692299,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,16,3,0.0012478840284280916,0.001804017529895093,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,32,3,0.0010779747320468762,0.0013620006766587578,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,64,3,0.0010254783282586104,0.0011440215973749733,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,128,3,0.0010184866712413005,0.0010551407109668173,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,256,3,0.0010179918080145717,0.0010275852455308805,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,512,3,0.0010179852968529596,0.0010203924901864545,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,1,4,0.00516981607851273,0.008445078001847899,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,2,4,0.0035288092580983096,0.005663088145918915,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,4,4,0.002475969393268133,0.0038965417699525036,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,8,4,0.001744244012886843,0.0027074746614332047,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,16,4,0.0013342129716707178,0.001895140252016446,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,32,4,0.0009608284639975505,0.001348471012415991,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,64,4,0.000887180696005637,0.0010514450367935747,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,128,4,0.0008807557056225062,0.0009284841199716173,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,256,4,0.0008787686234305638,0.0008914612743146365,0.0010334463515840131
2.5,2.0,2.5,1.0,8192,512,4,0.0008787668406750158,0.0008819427893430386,0.0010334463515840131
