a,s,b,mu,n,K,seed,last,average,floor
2.0,1.5,2.0,1.0,2048,1,0,0.03500819643086245,0.051996206659120095,0.01061499937018547
2.0,1.5,2.0,1.0,2048,2,0,0.025042690405322508,0.03621998177749826,0.01061499937018547
2.0,1.5,2.0,1.0,2048,4,0,0.026787327426387165,0.026113037577902166,0.01061499937018547
2.0,1.5,2.0,1.0,2048,8,0,0.015095501013607144,0.019970022100476572,0.01061499937018547
2.0,1.5,2.0,1.0,2048,16,0,0.01572109908173816,0.01590704690015258,0.01061499937018547
2.0,1.5,2.0,1.0,2048,32,0,0.011795957690360358,0.013292129201777731,0.01061499937018547
2.0,1.5,2.0,1.0,2048,64,0,0.011322152313284393,0.011868956490610164,0.01061499937018547
2.0,1.5,2.0,1.0,2048,128,0,0.011148174539140892,0.01132779658428651,0.01061499937018547
2.0,1.5,2.0,1.0,2048,256,0,0.011113432769446627,0.011165145930830424,0.01061499937018547
2.0,1.5,2.0,1.0,2048,512,0,0.01110728260843101,0.011121248576447609,0.01061499937018547
2.0,1.5,2.0,1.0,2048,1,1,0.0343198717177181,0.05171180201842371,0.01061499937018547
2.0,1.5,2.0,1.0,2048,2,1,0.02426735817632567,0.035748864108836195,0.01061499937018547
2.0,1.5,2.0,1.0,2048,4,1,0.01885923414633762,0.026057400400107126,0.01061499937018547
2.0,1.5,2.0,1.0,2048,8,1,0.015069653629480208,0.01950669568069516,0.01061499937018547
2.0,1.5,2.0,1.0,2048,16,1,0.012614373015689365,0.015492120220285751,0.01061499937018547
2.0,1.5,2.0,1.0,2048,32,1,0.01157515180367002,0.013099908792995458,0.01061499937018547
2.0,1.5,2.0,1.0,2048,64,1,0.011310913825421662,0.011924599243000112,0.01061499937018547
2.0,1.5,2.0,1.0,2048,128,1,0.011266297287908577,0.011465284902786595,0.01061499937018547
2.0,1.5,2.0,1.0,2048,256,1,0.01126455582179688,0.011323316569585058,0.01061499937018547
2.0,1.5,2.0,1.0,2048,512,1,0.011264312044519097,0.011282609389044698,0.01061499937018547
2.0,1.5,2.0,1.0,2048,1,2,0.03845015134295508,0.05462556621662787,0.01061499937018547
2.0,1.5,2.0,1.0,2048,2,2,0.03314127034186247,0.03959966307663207,0.01061499937018547
2.0,1.5,2.0,1.0,2048,4,2,0.02116602314199855,0.02934467254795825,0.01061499937018547
2.0,1.5,2.0,1.0,2048,8,2,0.017736964337919693,0.02243220965517583,0.01061499937018547
2.0,1.5,2.0,1.0,2048,16,2,0.01435748264475081,0.017713861661948146,0.01061499937018547
2.0,1.5,2.0,1.0,2048,32,2,0.013169230766771246,0.014894282377498295,0.01061499937018547
2.0,1.5,2.0,1.0,2048,64,2,0.012679400884039578,0.013428445235765172,0.01061499937018547
2.0,1.5,2.0,1.0,2048,128,2,0.012565143988289047,0.012820481351255436,0.01061499937018547
2.0,1.5,2.0,1.0,2048,256,2,0.01255333816407063,0.01262256547444705,0.01061499937018547
2.0,1.5,2.0,1.0,2048,512,2,0.012552396476354033,0.01256885261742398,0.01061499937018547
2.0,1.5,2.0,1.0,2048,1,3,0.034576046955961934,0.04926198842675498,0.01061499937018547
2.0,1.5,2.0,1.0,2048,2,3,0.024555518793293922,0.03551668430028559,0.01061499937018547
2.0,1.5,2.0,1.0,2048,4,3,0.019011245742778217,0.026133324078609785,0.01061499937018547
2.0,1.5,2.0,1.0,2048,8,3,0.014296305232105306,0.01950493364992479,0.01061499937018547
2.0,1.5,2.0,1.0,2048,16,3,0.011929525429061338,0.015110990010212795,0.01061499937018547
2.0,1.5,2.0,1.0,2048,32,3,0.010895170119017198,0.012501380649304433,0.01061499937018547
2.0,1.5,2.0,1.0,2048,64,3,0.010549244716052578,0.011215901906910101,0.01061499937018547
2.0,1.5,2.0,1.0,2048,128,3,0.010490472611136043,0.010706242061865904,0.01061499937018547
2.0,1.5,2.0,1.0,2048,256,3,0.010472580268008794,0.010539744594115875,0.01061499937018547
2.0,1.5,2.0,1.0,2048,512,3,0.010466902640706608,0.010488759997714233,0.01061499937018547
2.0,1.5,2.0,1.0,2048,1,4,0.036556652597562134,0.05320026828368828,0.01061499937018547
2.0,1.5,2.0,1.0,2048,2,4,0.027792004020679533,0.03799430541560097,0.01061499937018547
2.0,1.5,2.0,1.0,2048,4,4,0.04883764691554492,0.028170071752455283,0.01061499937018547
2.0,1.5,2.0,1.0,2048,8,4,0.026140257877829587,0.021656917798042,0.01061499937018547
2.0,1.5,2.0,1.0,2048,16,4,0.012706912061972308,0.016885210747544403,0.01061499937018547
2.0,1.5,2.0,1.0,2048,32,4,0.011809560753986056,0.013517175704873761,0.01061499937018547
2.0,1.5,2.0,1.0,2048,64,4,0.01076433592726644,0.01173686769277451,0.01061499937018547
2.0,1.5,2.0,1.0,2048,128,4,0.010693706539713736,0.011012314935410435,0.01061499937018547
2.0,1.5,2.0,1.0,2048,256,4,0.010682056775918207,0.010774613644387077,0.01061499937018547
2.0,1.5,2.0,1.0,2048,512,4,0.010680952855401701,0.010706186350335548,0.01061499937018547
2.0,1.5,2.0,1.0,8192,1,0,0.018253566782327237,0.025969837123718004,0.004213607946682828
2.0,1.5,2.0,1.0,8192,2,0,0.01261661012929664,0.01848611508885683,0.004213607946682828
2.0,1.5,2.0,1.0,8192,4,0,0.009155059319767591,0.013207698212697285,0.004213607946682828
2.0,1.5,2.0,1.0,8192,8,0,0.007008609487261849,0.009614649996787643,0.004213607946682828
2.0,1.5,2.0,1.0,8192,16,0,0.005596373081572092,0.007277256713912631,0.004213607946682828
2.0,1.5,2.0,1.0,8192,32,0,0.005222425192132862,0.005762599957813284,0.004213607946682828
2.0,1.5,2.0,1.0,8192,64,0,0.0044198672440725825,0.0048986773997280455,0.004213607946682828
2.0,1.5,2.0,1.0,8192,128,0,0.004410548854363936,0.004505938673477141,0.004213607946682828
2.0,1.5,2.0,1.0,8192,256,0,0.00431837057642147,0.004370908727055872,0.004213607946682828
2.0,1.5,2.0,1.0,8192,512,0,0.004317257890419941,0.004331655746940288,0.004213607946682828
2.0,1.5,2.0,1.0,8192,1,1,0.017544343760936085,0.02502706857994156,0.004213607946682828
2.0,1.5,2.0,1.0,8192,2,1,0.012533391680865797,0.018356359949985492,0.004213607946682828
2.0,1.5,2.0,1.0,8192,4,1,0.009993704321661334,0.013521315089727542,0.004213607946682828
2.0,1.5,2.0,1.0,8192,8,1,0.007345786882630533,0.010130241334256116,0.004213607946682828
2.0,1.5,2.0,1.0,8192,16,1,0.005951227722160806,0.007827795892296416,0.004213607946682828
2.0,1.5,2.0,1.0,8192,32,1,0.005157376757131877,0.006291105039852346,0.004213607946682828
2.0,1.5,2.0,1.0,8192,64,1,0.004817075335360123,0.005370775009384787,0.004213607946682828
2.0,1.5,2.0,1.0,8192,128,1,0.004745475749597258,0.004936017915187677,0.004213607946682828
2.0,1.5,2.0,1.0,8192,256,1,0.004720363152858315,0.0047808918340619955,0.004213607946682828
2.0,1.5,2.0,1.0,8192,512,1,0.004716883381452626,0.004734024620793864,0.004213607946682828
2.0,1.5,2.0,1.0,8192,1,2,0.0286533251643419,0.02505324258924879,0.004213607946682828
2.0,1.5,2.0,1.0,8192,2,2,0.013565853310025574,0.017884204343553173,0.004213607946682828
2.0,1.5,2.0,1.0,8192,4,2,0.009172535803050745,0.012941401603731579,0.004213607946682828
2.0,1.5,2.0,1.0,8192,8,2,0.006864011821007403,0.009563782924364758,0.004213607946682828
2.0,1.5,2.0,1.0,8192,16,2,0.005160031106296562,0.007156782811168396,0.004213607946682828
2.0,1.5,2.0,1.0,8192,32,2,0.004265309312118712,0.005501319081934464,0.004213607946682828
2.0,1.5,2.0,1.0,8192,64,2,0.003918864708590809,0.004496905130838667,0.004213607946682828
2.0,1.5,2.0,1.0,8192,128,2,0.0038088867766136432,0.0040255517664940935,0.004213607946682828
2.0,1.5,2.0,1.0,8192,256,2,0.0037968031470710585,0.003861322881069597,0.004213607946682828
2.0,1.5,2.0,1.0,8192,512,2,0.003794123417229126,0.0038125429246565535,0.004213607946682828
2.0,1.5,2.0,1.0,8192,1,3,0.016617329578069807,0.02441775035609076,0.004213607946682828
2.0,1.5,2.0,1.0,8192,2,3,0.013435403477741584,0.01762819995328747,0.004213607946682828
2.0,1.5,2.0,1.0,8192,4,3,0.009681030671995553,0.012902616532407192,0.004213607946682828
2.0,1.5,2.0,1.0,8192,8,3,0.007229442854977334,0.009545186974892582,0.004213607946682828
2.0,1.5,2.0,1.0,8192,16,3,0.005454861872695387,0.007232805501364902,0.004213607946682828
2.0,1.5,2.0,1.0,8192,32,3,0.004598322469587746,0.005703646817550289,0.004213607946682828
2.0,1.5,2.0,1.0,8192,64,3,0.004300081898795694,0.004822078775473066,0.004213607946682828
2.0,1.5,2.0,1.0,8192,128,3,0.0043290026440634885,0.004420846614309319,0.004213607946682828
2.0,1.5,2.0,1.0,8192,256,3,0.004227985288401215,0.004282446337135888,0.004213607946682828
2.0,1.5,2.0,1.0,8192,512,3,0.0042270654436622835,0.004241988737665582,0.004213607946682828
2.0,1.5,2.0,1.0,8192,1,4,0.018295774958882755,0.02561748307321561,0.004213607946682828
2.0,1.5,2.0,1.0,8192,2,4,0.01257980120187161,0.018248932108279606,0.004213607946682828
2.0,1.5,2.0,1.0,8192,4,4,0.009182397054687588,0.0132066534186895,0.004213607946682828
2.0,1.5,2.0,1.0,8192,8,4,0.007273383201804653,0.009893379066972735,0.004213607946682828
2.0,1.5,2.0,1.0,8192,16,4,0.005872170304849613,0.007611234430656946,0.004213607946682828
2.0,1.5,2.0,1.0,8192,32,4,0.005054147237351264,0.006119855327948211,0.004213607946682828
2.0,1.5,2.0,1.0,8192,64,4,0.004704911185981347,0.005238196786011265,0.004213607946682828
2.0,1.5,2.0,1.0,8192,128,4,0.0046067529509561285,0.004809512199621807,0.004213607946682828
2.0,1.5,2.0,1.0,8192,256,4,0.004593106297964946,0.004653770929886559,0.004213607946682828
2.0,1.5,2.0,1.0,8192,512,4,0.0045922989731192205,0.004608284923838442,0.004213607946682828
2.4,1.5,2.0,1.0,512,1,0,0.10601676350416221,0.1733656067615204,0.026726267089098896
2.4,1.5,2.0,1.0,512,2,0,0.08074648141445215,0.11996906452308885,0.026726267089098896
2.4,1.5,2.0,1.0,512,4,0,0.06276989528986057,0.0859218235380955,0.026726267089098896
2.4,1.5,2.0,1.0,512,8,0,0.048329398625224625,0.06477535277833298,0.026726267089098896
2.4,1.5,2.0,1.0,512,16,0,0.051689657662902955,0.04940713381740594,0.026726267089098896
2.4,1.5,2.0,1.0,512,32,0,0.028390982093000137,0.03809199134428689,0.026726267089098896
2.4,1.5,2.0,1.0,512,64,0,0.025173830040584808,0.030354859770609987,0.026726267089098896
2.4,1.5,2.0,1.0,512,128,0,0.024048223642281548,0.02616195439204033,0.026726267089098896
2.4,1.5,2.0,1.0,512,256,0,0.023483600230570015,0.02436909871831688,0.026726267089098896
2.4,1.5,2.0,1.0,512,512,0,0.02338084236059909,0.023672170381741398,0.026726267089098896
2.4,1.5,2.0,1.0,512,1,1,0.10234613675406379,0.13354596458342136,0.026726267089098896
2.4,1.5,2.0,1.0,512,2,1,0.09480270085402237,0.09796893348129679,0.026726267089098896
2.4,1.5,2.0,1.0,512,4,1,0.07076374089515522,0.07703830901655333,0.026726267089098896
2.4,1.5,2.0,1.0,512,8,1,0.04841132881029641,0.062113594714818456,0.026726267089098896
2.4,1.5,2.0,1.0,512,16,1,0.03875040236873811,0.04916432314916247,0.026726267089098896
2.4,1.5,2.0,1.0,512,32,1,0.034363688768836956,0.0404737139413475,0.026726267089098896
2.4,1.5,2.0,1.0,512,64,1,0.032007032222008,0.03541769083323624,0.026726267089098896
2.4,1.5,2.0,1.0,512,128,1,0.030617867670516465,0.032556273871163784,0.026726267089098896
2.4,1.5,2.0,1.0,512,256,1,0.029797692376897014,0.03096502784153641,0.026726267089098896
2.4,1.5,2.0,1.0,512,512,1,0.029420539695291053,0.030052835380891863,0.026726267089098896
2.4,1.5,2.0,1.0,512,1,2,0.12601667388547907,0.15589173622703226,0.026726267089098896
2.4,1.5,2.0,1.0,512,2,2,0.11640492043108629,0.11915559821516374,0.026726267089098896
2.4,1.5,2.0,1.0,512,4,2,0.060229122219558534,0.0891957388126078,0.026726267089098896
2.4,1.5,2.0,1.0,512,8,2,0.04587605524086174,0.06508978271767271,0.026726267089098896
2.4,1.5,2.0,1.0,512,16,2,0.05399441867300926,0.049922811994812924,0.026726267089098896
2.4,1.5,2.0,1.0,512,32,2,0.03263973441369527,0.039685512710041664,0.026726267089098896
2.4,1.5,2.0,1.0,512,64,2,0.030499779823646683,0.03383928606133506,0.026726267089098896
2.4,1.5,2.0,1.0,512,128,2,0.028961282797836566,0.030718768772661907,0.026726267089098896
2.4,1.5,2.0,1.0,512,256,2,0.029365691742190565,0.029063238843251054,0.026726267089098896
2.4,1.5,2.0,1.0,512,512,2,0.02810656435014027,0.028334799621588132,0.026726267089098896
2.4,1.5,2.0,1.0,512,1,3,0.16623881249038697,0.15559677624018153,0.026726267089098896
2.4,1.5,2.0,1.0,512,2,3,0.08688925576557828,0.11696151900870318,0.026726267089098896
2.4,1.5,2.0,1.0,512,4,3,0.06835378443378493,0.09093677294864881,0.026726267089098896
2.4,1.5,2.0,1.0,512,8,3,0.05200387515912016,0.07005395756819065,0.026726267089098896
2.4,1.5,2.0,1.0,512,16,3,0.0412349555685027,0.052793847932143104,0.026726267089098896
2.4,1.5,2.0,1.0,512,32,3,0.03230167582442239,0.041051906786609506,0.026726267089098896
2.4,1.5,2.0,1.0,512,64,3,0.028044910043302937,0.033667651698911234,0.026726267089098896
2.4,1.5,2.0,1.0,512,128,3,0.02638601822839515,0.029241065064030448,0.026726267089098896
2.4,1.5,2.0,1.0,512,256,3,0.02616222563764713,0.027031992946908903,0.026726267089098896
2.4,1.5,2.0,1.0,512,512,3,0.02552767394533487,0.0260490596671641,0.026726267089098896
2.4,1.5,2.0,1.0,512,1,4,0.12729102663041048,0.13822141890747777,0.026726267089098896
2.4,1.5,2.0,1.0,512,2,4,0.07463515058427599,0.10397671796039142,0.026726267089098896
2.4,1.5,2.0,1.0,512,4,4,0.0679383595041719,0.07617904974172483,0.026726267089098896
2.4,1.5,2.0,1.0,512,8,4,0.0450541569850158,0.05888021403821925,0.026726267089098896
2.4,1.5,2.0,1.0,512,16,4,0.03872512707081162,0.047673463013638215,0.026726267089098896
2.4,1.5,2.0,1.0,512,32,4,0.052705549447190844,0.03972766926615015,0.026726267089098896
2.4,1.5,2.0,1.0,512,64,4,0.029878129270214163,0.0339746584805459,0.026726267089098896
2.4,1.5,2.0,1.0,512,128,4,0.02812166155228353,0.03043283043763304,0.026726267089098896
2.4,1.5,2.0,1.0,512,256,4,0.027847169363900207,0.028727019794642025,0.026726267089098896
2.4,1.5,2.0,1.0,512,512,4,0.027788902754008103,0.02806279596047771,0.026726267089098896
2.4,1.5,2.0,1.0,2048,1,0,0.060340636472883895,0.08400789421588586,0.01061499937018547
2.4,1.5,2.0,1.0,2048,2,0,0.04160499608052753,0.060960873365188586,0.01061499937018547
2.4,1.5,2.0,1.0,2048,4,0,0.04860395514990421,0.04381824113428443,0.01061499937018547
2.4,1.5,2.0,1.0,2048,8,0,0.02471822075391858,0.033126126032333565,0.01061499937018547
2.4,1.5,2.0,1.0,2048,16,0,0.0250194043905747,0.02599010003718733,0.01061499937018547
2.4,1.5,2.0,1.0,2048,32,0,0.017657810195110025,0.020815107084527815,0.01061499937018547
2.4,1.5,2.0,1.0,2048,64,0,0.013899789102459996,0.016887389608513718,0.01061499937018547
2.4,1.5,2.0,1.0,2048,128,0,0.012800240926736126,0.014157328033886482,0.01061499937018547
2.4,1.5,2.0,1.0,2048,256,0,0.011770314352239256,0.012482872327065735,0.01061499937018547
2.4,1.5,2.0,1.0,2048,512,0,0.011240823273653468,0.011645206973875085,0.01061499937018547
2.4,1.5,2.0,1.0,2048,1,1,0.0578203507305164,0.08265789704603996,0.01061499937018547
2.4,1.5,2.0,1.0,2048,2,1,0.04187049890735251,0.06037191967997915,0.01061499937018547
2.4,1.5,2.0,1.0,2048,4,1,0.03198354980098005,0.0446473625569471,0.01061499937018547
2.4,1.5,2.0,1.0,2048,8,1,0.024830505351339204,0.033502928010378956,0.01061499937018547
2.4,1.5,2.0,1.0,2048,16,1,0.019443902783461718,0.02586450390172426,0.01061499937018547
2.4,1.5,2.0,1.0,2048,32,1,0.015869122730633935,0.020371480071862354,0.01061499937018547
2.4,1.5,2.0,1.0,2048,64,1,0.013598599993703223,0.01656686861323635,0.01061499937018547
2.4,1.5,2.0,1.0,2048,128,1,0.012144577606948391,0.014002365255677336,0.01061499937018547
2.4,1.5,2.0,1.0,2048,256,1,0.011561406150178904,0.012474567026499697,0.01061499937018547
2.4,1.5,2.0,1.0,2048,512,1,0.011268861313098575,0.0117021042663786,0.01061499937018547
2.4,1.5,2.0,1.0,2048,1,2,0.06117031955171866,0.08248098991252997,0.01061499937018547
2.4,1.5,2.0,1.0,2048,2,2,0.06281647987728475,0.06264151425257534,0.01061499937018547
2.4,1.5,2.0,1.0,2048,4,2,0.03429569259768024,0.047387054345962784,0.01061499937018547
2.4,1.5,2.0,1.0,2048,8,2,0.0290394605237557,0.03650116865306995,0.01061499937018547
2.4,1.5,2.0,1.0,2048,16,2,0.021860256843927655,0.02886965483930864,0.01061499937018547
2.4,1.5,2.0,1.0,2048,32,2,0.01831234645555543,0.023048397069873792,0.01061499937018547
2.4,1.5,2.0,1.0,2048,64,2,0.015323364961708615,0.0187973892088935,0.01061499937018547
2.4,1.5,2.0,1.0,2048,128,2,0.014839930012261728,0.015888753610863386,0.01061499937018547
2.4,1.5,2.0,1.0,2048,256,2,0.013099602692630472,0.014161834582127076,0.01061499937018547
2.4,1.5,2.0,1.0,2048,512,2,0.012785774603037833,0.013262852212557135,0.01061499937018547
2.4,1.5,2.0,1.0,2048,1,3,0.056341409343819406,0.07660920182586584,0.01061499937018547
2.4,1.5,2.0,1.0,2048,2,3,0.04161234409249571,0.05756303365615273,0.01061499937018547
2.4,1.5,2.0,1.0,2048,4,3,0.04528255434798551,0.04276099840135388,0.01061499937018547
2.4,1.5,2.0,1.0,2048,8,3,0.024370259987929466,0.0327395250672685,0.01061499937018547
2.4,1.5,2.0,1.0,2048,16,3,0.020510118327565864,0.025625797545533253,0.01061499937018547
2.4,1.5,2.0,1.0,2048,32,3,0.015318206995719364,0.020069379668312282,0.01061499937018547
2.4,1.5,2.0,1.0,2048,64,3,0.012798447442465123,0.01599449010522689,0.01061499937018547
2.4,1.5,2.0,1.0,2048,128,3,0.011607233401097839,0.013333401759691757,0.01061499937018547
2.4,1.5,2.0,1.0,2048,256,3,0.010777873699759691,0.011772720774458258,0.01061499937018547
2.4,1.5,2.0,1.0,2048,512,3,0.011202843858678858,0.010976194570448515,0.01061499937018547
2.4,1.5,2.0,1.0,2048,1,4,0.0645322706760897,0.08225129124838805,0.01061499937018547
2.4,1.5,2.0,1.0,2048,2,4,0.044997268042814155,0.06182478664678154,0.01061499937018547
2.4,1.5,2.0,1.0,2048,4,4,0.07058444771652302,0.046549925595931595,0.01061499937018547
2.4,1.5,2.0,1.0,2048,8,4,0.048179658952602865,0.03569474496625194,0.01061499937018547
2.4,1.5,2.0,1.0,2048,16,4,0.021274325834304227,0.028013917012326014,0.01061499937018547
2.4,1.5,2.0,1.0,2048,32,4,0.034395345126250795,0.02221537493671194,0.01061499937018547
2.4,1.5,2.0,1.0,2048,64,4,0.01415016771114419,0.01779602006973157,0.01061499937018547
2.4,1.5,2.0,1.0,2048,128,4,0.011885752033723164,0.014465293622188818,0.01061499937018547
2.4,1.5,2.0,1.0,2048,256,4,0.011083278735176916,0.012359824830534617,0.01061499937018547
2.4,1.5,2.0,1.0,2048,512,4,0.010781834263977289,0.011318367193044833,0.01061499937018547
2.4,1.5,2.0,1.0,8192,1,0,0.033389781199393787,0.045323885284261026,0.004213607946682828
2.4,1.5,2.0,1.0,8192,2,0,0.024174052939091358,0.0339332110672502,0.004213607946682828
2.4,1.5,2.0,1.0,8192,4,0,0.018954628582147453,0.02536369597949278,0.004213607946682828
2.4,1.5,2.0,1.0,8192,8,0,0.014477309560215746,0.019096262413565032,0.004213607946682828
2.4,1.5,2.0,1.0,8192,16,0,0.010834864391795243,0.014561890105042897,0.004213607946682828
2.4,1.5,2.0,1.0,8192,32,0,0.010851027128126115,0.01118607668492652,0.004213607946682828
2.4,1.5,2.0,1.0,8192,64,0,0.006706612859990972,0.00870183867434256,0.004213607946682828
2.4,1.5,2.0,1.0,8192,128,0,0.006165483490586961,0.006890418261284274,0.004213607946682828
2.4,1.5,2.0,1.0,8192,256,0,0.004731018310611186,0.005662284377329476,0.004213607946682828
2.4,1.5,2.0,1.0,8192,512,0,0.004455254774551986,0.004923959457579566,0.004213607946682828
2.4,1.5,2.0,1.0,8192,1,1,0.031217773259716117,0.043319006743668016,0.004213607946682828
2.4,1.5,2.0,1.0,8192,2,1,0.023786912234864656,0.03302483551677291,0.004213607946682828
2.4,1.5,2.0,1.0,8192,4,1,0.024256334153685763,0.025357538826989948,0.004213607946682828
2.4,1.5,2.0,1.0,8192,8,1,0.014087130804449448,0.01949867242680197,0.004213607946682828
2.4,1.5,2.0,1.0,8192,16,1,0.011004144605887653,0.01498682144189385,0.004213607946682828
2.4,1.5,2.0,1.0,8192,32,1,0.008773916322812757,0.011612314611580618,0.004213607946682828
2.4,1.5,2.0,1.0,8192,64,1,0.0071936456187658305,0.00918611379941784,0.004213607946682828
2.4,1.5,2.0,1.0,8192,128,1,0.006033932769967784,0.007423418694675838,0.004213607946682828
2.4,1.5,2.0,1.0,8192,256,1,0.006980255699376346,0.006168441204299873,0.004213607946682828
2.4,1.5,2.0,1.0,8192,512,1,0.004862854791067922,0.005380402422813954,0.004213607946682828
2.4,1.5,2.0,1.0,8192,1,2,0.044514439834403084,0.043629327991411206,0.004213607946682828
2.4,1.5,2.0,1.0,8192,2,2,0.025267443111472974,0.03322245616849315,0.004213607946682828
2.4,1.5,2.0,1.0,8192,4,2,0.017969114407868907,0.025191647178914006,0.004213607946682828
2.4,1.5,2.0,1.0,8192,8,2,0.013715122716061843,0.019018333296416084,0.004213607946682828
2.4,1.5,2.0,1.0,8192,16,2,0.010894430910711258,0.014421083024875011,0.004213607946682828
2.4,1.5,2.0,1.0,8192,32,2,0.008725546350970517,0.011133855260768528,0.004213607946682828
2.4,1.5,2.0,1.0,8192,64,2,0.006422577157856874,0.008647368815213366,0.004213607946682828
2.4,1.5,2.0,1.0,8192,128,2,0.005049780567120576,0.006732804112961831,0.004213607946682828
2.4,1.5,2.0,1.0,8192,256,2,0.0042877215145606315,0.005361186157235375,0.004213607946682828
2.4,1.5,2.0,1.0,8192,512,2,0.004020446172841806,0.004500054198365982,0.004213607946682828
